ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency(ms),category
0.79,8.676,55.292,48894.976,206.404,2.34,436.548,8.87,7.6,0.0,1130424.8,3795552.8,140140.8,423272.0,8.8,0.0,10.4,28931.2,17661.8,34479.6,29.0,63.4,6.8,1.0,0.0,4.314364075574882,5
0.82,8.497,47.341,45821.952,186.158,2.54,481.857,7.96,7.2,0.0,1129464.0,3715800.0,140161.6,424782.4,109.6,0.0,134.8,27977.6,16859.6,33554.4,35.6,58.2,5.6,1.0,0.0,4.38312901662228,5
0.82,6.425,58.246,18717.696,232.467,1.87,422.097,6.97,6.0,0.4,1713930.4,3037255.2,140176.0,422199.2,36.8,188882.4,36.8,207575.2,14531.2,24434.0,28.6,64.6,5.6,1.6,0.0,5.469482963102577,5
0.8,5.975,56.16,20839.424,229.467,1.8,388.524,7.37,8.2,0.2,1789805.6,3383682.4,140330.4,421420.0,114.4,198473.6,424.0,216467.2,13584.8,22232.4,27.6,66.8,4.4,1.6,0.0,5.970761120556835,5
0.9,8.263,45.308,33683.456,187.0,2.47,504.701,6.87,9.2,0.4,1127705.6,3957709.6,140356.8,430462.4,90.4,0.0,90.4,27119.2,16903.2,33134.8,39.6,53.4,6.2,1.0,0.0,4.369831537348262,5
1.08,8.385,33.871,21797.888,260.387,1.77,581.85,5.89,4.6,0.0,1127040.0,4036070.4,140376.0,425938.4,10.4,0.0,13.6,28402.4,17113.0,33569.8,35.6,58.4,5.8,0.6,0.0,4.372602309623774,5
1.01,8.268,41.763,36001.792,263.126,2.02,536.173,6.62,8.0,0.2,1126118.4,4882154.4,140453.6,430525.6,64.0,0.0,1201.8,25872.8,15866.6,31996.0,37.8,56.2,5.2,0.8,0.0,4.177965545920315,5
1.03,8.642,57.278,36339.712,275.052,1.78,555.368,6.56,5.8,0.2,1124992.0,4632863.2,140712.0,434215.2,84.8,0.0,84.8,24121.6,17410.6,34581.4,38.0,54.8,6.0,1.0,0.0,4.192592378435188,5
1.05,8.181,37.311,30795.776,269.794,1.72,544.586,6.38,6.4,0.2,1124224.0,4979744.8,140728.8,432603.2,32.8,0.0,37.6,28429.6,16888.8,33520.8,34.0,59.4,6.0,0.8,0.0,4.309118608190891,5
1.05,8.11,38.556,27626.496,258.418,1.72,533.769,6.12,6.2,0.2,1123968.0,5207003.2,140740.8,437879.2,8.0,0.0,9.6,25708.0,16100.6,31984.0,38.8,55.4,5.2,1.0,0.0,4.27360915593516,5
1.24,8.066,62.237,20640.768,324.291,1.36,707.231,4.73,8.0,0.2,1123456.0,5174103.2,140762.4,433808.8,64.0,0.0,231.8,28031.2,16408.4,32476.2,37.2,55.0,7.0,0.8,0.0,4.595015860774034,5
1.0,6.546,63.864,14865.408,301.639,1.47,502.733,6.02,7.2,0.4,1431136.0,5143736.0,140796.8,438512.0,9.6,157286.4,14.4,176029.6,14839.4,24830.8,30.6,61.6,6.0,2.4,0.0,5.038956433785062,5
1.33,8.011,40.836,11482.112,356.546,1.23,808.489,4.0,8.0,0.0,1122600.0,5185504.8,140802.4,443163.2,14.4,0.0,16.0,27377.6,16449.8,32969.0,43.8,48.2,7.0,1.2,0.0,4.554537271312809,5
1.27,7.667,45.048,8804.352,334.98,1.44,748.392,4.28,8.4,0.0,1130846.4,5412433.6,141096.0,440658.4,7.2,9112.0,8.0,37203.2,16185.2,31675.4,43.2,49.8,6.0,1.2,0.0,4.059012913736181,5
1.08,6.672,68.936,14522.368,297.162,1.48,551.233,5.42,9.2,0.2,1173380.0,5907724.0,141100.0,443156.0,76.8,40852.8,157.6,65576.0,15358.2,27232.2,34.8,56.6,7.4,1.2,0.0,4.946502888389393,5
1.06,7.778,65.437,26192.896,384.961,1.21,408.947,8.09,5.6,0.4,1168300.0,6133973.6,141104.0,440528.0,0.0,52428.8,2.4,75176.0,16556.4,29625.2,30.0,61.0,7.2,1.8,0.0,4.522668929053324,5
0.96,7.868,58.829,22998.016,306.248,1.52,459.622,7.16,7.4,0.4,1122656.0,6254166.4,141115.2,438683.2,5.6,6830.4,5.6,31852.0,16835.0,32825.0,41.0,50.6,7.2,1.2,0.0,4.61414282138531,5
0.36,8.983,37.521,1299.456,142.486,3.31,198.416,12.43,8.2,0.4,1116132.0,6468149.6,141120.8,436946.4,4.8,50.4,8.8,29936.0,17608.8,35083.8,46.8,44.2,8.2,0.8,0.0,4.124885251910951,5
0.53,8.151,71.487,28932.096,194.315,2.21,277.498,11.38,5.0,2.8,1364432.8,1486456.0,13932.8,251910.4,33748.0,83802.4,54749.4,99720.8,22467.6,31646.2,13.2,75.4,4.4,7.4,0.0,7.697163864645021,5
0.47,6.1,109.809,10323.968,163.831,2.76,245.78,8.63,7.0,1.0,1502669.6,115207.2,27607.2,283120.0,49976.0,129100.0,65517.0,141566.4,21247.6,24158.0,7.6,78.0,3.8,10.4,0.0,7.518574054608208,5
0.59,7.906,98.45,66932.736,208.202,1.99,272.737,15.6,6.6,0.0,1241374.4,4188394.4,67540.8,367786.4,6992.0,89.6,13297.6,22984.8,15615.6,31604.2,24.4,68.8,5.8,1.4,0.0,4.95139757792155,5
0.6,8.597,43.044,63902.72,220.578,2.21,290.259,14.4,4.8,0.4,1195322.4,4414636.8,116075.2,383316.0,4410.4,0.0,5793.2,24811.2,17223.2,34408.6,22.8,67.2,8.4,1.6,0.0,3.747249245643616,5
0.59,9.094,39.46,64523.264,217.349,2.23,291.01,14.38,6.2,0.4,1184369.6,4043367.2,131478.4,397211.2,176.0,0.0,265.2,27734.4,17838.0,35335.0,26.4,65.6,6.8,1.2,0.0,3.5327162262124743,5
0.79,8.344,56.794,57284.608,187.452,2.71,483.333,8.08,5.6,0.2,1170668.8,2939955.2,137016.8,400026.4,4806.4,0.0,7841.8,25407.2,16506.0,33084.4,32.8,61.0,5.0,1.4,0.0,3.989620310330041,5
0.65,8.572,55.805,62287.872,210.662,2.37,340.663,12.06,6.0,0.0,1159082.4,3785996.0,138693.6,407325.6,75.2,0.0,82.4,29583.2,16689.8,33693.4,25.6,68.0,5.8,0.6,0.0,3.4104141241864987,5
0.64,8.292,49.922,57803.776,188.772,2.43,305.634,12.09,5.2,0.8,1158268.8,3955624.8,139324.8,407226.4,253.6,0.0,582.0,25199.2,16258.4,32917.8,25.4,65.0,8.0,1.0,0.0,3.804663084968072,5
0.6,8.12,36.952,56565.76,169.785,2.49,273.71,12.95,6.4,0.2,1153069.6,3984456.8,139919.2,424524.0,33.6,0.0,33.6,22445.6,16685.6,33338.0,25.4,65.0,8.2,1.6,0.0,4.345735950746398,5
0.88,8.684,37.563,27534.336,171.138,2.68,490.449,6.73,4.8,0.2,1151756.8,2569962.4,140025.6,429367.2,80.0,0.0,81.6,22458.4,16977.6,33837.0,35.2,55.2,8.2,1.4,0.0,3.858674516696279,5
0.76,8.669,34.357,50250.752,150.92,2.95,448.828,8.1,4.4,0.2,1149953.6,3489080.0,140063.2,434521.6,40.0,0.0,40.8,26242.4,17331.8,34427.0,29.6,62.0,7.2,1.4,0.0,4.01930349418916,5
0.85,9.362,21.313,29441.024,173.819,2.61,456.319,7.12,5.2,0.2,1149526.4,3451287.2,140084.8,432208.0,84.8,0.0,84.8,24255.2,18837.0,37470.2,28.8,60.8,8.8,1.8,0.0,3.900693729519844,5
0.83,8.367,43.446,42366.976,161.92,2.9,487.634,7.11,7.4,0.4,1148296.0,3350700.0,140106.4,434371.2,61.6,0.0,61.6,28394.4,16974.8,33681.0,29.2,63.0,7.4,0.8,0.0,3.662940488176416,5
0.97,8.965,34.061,34658.304,206.681,2.26,557.636,6.09,5.2,0.0,1147056.0,3518620.0,140118.4,437838.4,81.6,0.0,83.2,26760.8,17449.2,35564.2,39.0,52.6,7.4,1.4,0.0,3.716319577569701,5
1.0,8.321,51.542,40201.216,228.627,2.0,555.316,6.09,6.8,0.0,1139837.6,3805695.2,140314.4,443452.0,2472.8,0.0,5160.0,27634.4,16256.2,32963.2,33.4,61.0,5.4,0.4,0.0,4.037625545440015,5
1.01,8.082,60.19,36330.496,230.596,1.88,533.132,6.11,5.8,0.0,1136068.8,4409056.0,140447.2,457776.8,7.2,0.0,8.0,25776.8,16096.4,32772.8,37.8,55.4,6.0,1.0,0.0,4.136141782962017,5
0.92,8.407,29.775,35563.52,207.91,2.18,498.716,6.48,6.0,0.0,1134843.2,4257954.4,140460.0,451270.4,37.6,0.0,40.0,27317.6,16980.8,33526.6,31.2,61.0,6.8,1.2,0.0,3.8582111894124873,5
0.99,8.285,32.133,41398.272,254.285,1.8,518.72,6.63,5.4,0.0,1134004.8,4636529.6,140472.8,448236.8,68.8,0.0,72.8,27253.6,16463.2,32850.4,31.0,60.2,8.2,0.6,0.0,3.7588823238260254,5
1.18,8.2,31.609,30592.0,287.948,1.52,659.58,4.91,5.8,0.2,1133248.0,4782466.4,140482.4,454869.6,91.2,0.0,92.0,26096.0,16841.2,32751.6,35.0,56.8,6.8,1.4,0.0,4.229570681092429,5
1.2,8.776,53.017,27331.584,317.324,1.52,721.336,4.71,7.2,0.2,1132337.6,4916731.2,140636.0,453774.4,18.4,0.0,21.6,26976.0,16547.2,35272.0,38.4,54.4,6.6,0.8,0.0,3.501633048266573,5
1.27,7.962,49.308,23504.896,343.618,1.31,754.322,4.31,4.6,0.2,1132000.0,4961144.8,140645.6,451981.6,0.0,0.0,3.2,26187.2,15829.4,31910.0,37.8,54.6,7.0,0.8,0.0,3.8106292959845,5
1.43,8.446,50.012,8484.864,406.003,1.19,956.484,3.49,5.8,0.0,1131559.2,4669125.6,140663.2,448433.6,2.4,0.0,3.2,28258.4,15809.4,33223.8,44.4,49.8,5.2,0.4,0.0,3.3489591652884574,5
1.36,9.002,40.251,14665.728,374.107,1.28,882.581,3.74,6.0,0.4,1131237.6,4971169.6,140681.6,452498.4,14.4,0.0,20.8,26873.6,17616.8,35616.6,40.6,51.4,6.4,1.2,0.0,3.56478481190606,5
1.11,6.617,65.941,8240.128,294.918,1.49,578.99,4.74,4.8,0.0,1546904.8,5271224.0,140689.6,445561.6,28.8,129110.4,28.8,146731.2,14567.6,25015.6,29.0,62.0,6.4,2.6,0.0,4.280928203037807,5
1.13,8.284,57.362,23410.688,295.793,1.6,675.1,4.84,7.0,0.2,1130584.0,5807808.0,140692.0,447314.4,26.4,17929.6,26.4,43496.8,16866.6,33139.4,34.8,57.2,6.8,1.2,0.0,3.534445450000346,5
0.91,7.293,69.205,20947.968,250.781,1.82,447.181,6.52,5.6,0.2,1256270.4,5898661.6,140692.0,452912.0,91.2,75464.0,100.8,95663.2,16347.4,28234.6,27.4,63.0,7.4,2.2,0.0,4.18073022165778,5
1.19,7.756,55.91,23652.352,395.18,1.06,496.493,5.98,6.0,0.4,1165567.2,6032252.0,140692.0,452149.6,23.2,45889.6,25.6,68701.6,16033.0,29737.0,32.4,59.8,6.2,1.6,0.0,4.379524299275806,5
0.95,8.33,34.673,21271.552,292.784,1.7,428.412,7.55,5.8,0.4,1130180.0,6252528.0,140692.0,452906.4,2.4,0.0,4.0,29827.2,16518.4,33344.4,36.4,56.0,7.0,0.8,0.0,3.888460912593144,5
0.26,8.493,41.501,1221.632,119.432,4.12,173.76,12.8,6.0,0.0,1130026.4,6460492.0,140731.2,452531.2,52.0,55.2,569.6,30135.2,17015.6,34091.6,42.8,50.4,6.6,0.2,0.0,3.298358549428052,5
0.61,5.093,30.097,37284.864,208.298,1.92,273.391,11.72,9.6,0.0,1154493.6,829550.4,97444.8,379694.4,539.2,25673.6,5011.0,42448.8,13580.2,21530.0,31.8,62.6,3.6,1.8,0.0,11.620831765723503,5
0.68,6.387,26.604,49526.784,223.986,2.07,293.939,13.41,8.6,0.4,1299435.2,1671747.2,43673.6,377758.4,5581.6,2416.0,12035.2,25688.8,15790.4,28272.0,29.4,65.2,4.6,0.8,0.0,8.043338908231194,5
0.61,5.202,26.432,33904.64,168.305,1.93,217.129,15.08,10.6,1.0,1329772.0,1378019.2,61576.8,367852.0,4048.8,130.4,11941.6,17366.4,11289.6,20002.4,30.6,64.8,4.2,0.8,0.0,13.124955300429196,5
0.67,5.837,20.467,28162.048,179.214,2.13,237.301,13.42,11.6,0.4,1302802.4,3168255.2,57788.0,333352.0,6556.8,0.0,7785.4,18849.6,13540.4,24763.0,37.6,58.4,3.2,0.6,0.0,9.894899802632851,5
0.69,6.041,20.393,31947.776,195.788,1.85,257.128,13.96,8.6,0.2,1216229.6,1145432.8,106018.4,361601.6,5722.4,1932.0,6664.0,23595.2,14959.4,26316.0,35.0,61.2,3.4,0.6,0.0,10.407728039556078,5
0.69,6.492,18.02,36239.36,205.707,2.29,270.531,13.81,9.8,0.6,1189852.8,1661236.8,122472.8,366760.8,3512.8,0.0,4169.8,22615.2,14946.6,26572.0,32.4,62.4,4.4,0.8,0.0,8.167883680691835,5
0.72,5.884,18.697,34844.672,201.86,1.69,261.591,13.06,8.2,0.2,1168416.8,2060025.6,129876.8,389099.2,1447.2,0.0,2041.6,20688.0,12584.0,22748.8,33.4,62.8,3.6,0.6,0.0,9.717799855978797,5
0.73,7.056,14.242,35627.008,242.443,1.9,318.102,12.68,7.8,0.0,1158674.4,2778920.0,133124.0,389789.6,59.2,0.0,188.0,22555.2,14078.6,27424.6,34.6,60.6,4.4,0.8,0.0,6.021787124465269,5
0.73,6.795,17.613,32143.36,232.186,1.87,302.32,12.68,7.4,0.2,1154197.6,3310704.8,134295.2,400156.8,20.0,0.0,68.8,23480.8,15157.4,27383.2,36.0,58.8,4.8,0.6,0.0,7.129495124045791,5
0.74,7.467,17.271,33607.68,243.045,1.92,315.707,12.62,7.0,0.4,1153129.6,4058104.0,134783.2,400977.6,71.2,0.0,312.8,24011.2,15814.6,29739.6,33.8,60.8,5.0,0.8,0.0,6.015211553009247,5
0.72,5.458,18.113,30264.32,208.988,1.72,266.592,12.32,7.8,0.6,1148696.0,3874457.6,135134.4,406201.6,21.6,0.0,55.2,18971.2,12555.0,22301.2,36.4,60.2,2.6,0.2,0.0,8.803313349137047,5
0.73,6.0,16.284,30948.352,215.704,1.74,273.955,12.71,8.6,0.4,1147686.4,4822530.4,135232.0,414805.6,24.8,0.0,314.4,20861.6,12617.8,23638.8,36.6,58.6,4.0,0.6,0.0,9.046505299448787,5
0.72,6.095,16.334,20686.848,242.755,1.85,314.697,11.19,9.0,0.6,1313630.4,3409097.6,135841.6,426371.2,1036.0,86372.8,2252.0,106109.6,16286.2,25044.4,31.0,63.2,4.8,1.2,0.0,7.057587586527579,5
0.73,7.204,13.984,33440.768,232.752,1.9,298.688,13.1,9.2,0.0,1136128.0,4671558.4,135848.0,425249.6,84.8,0.0,129.6,24566.4,15478.2,28617.4,35.8,59.0,4.8,0.4,0.0,6.852793284824917,5
0.72,6.07,14.658,25617.408,195.171,1.95,250.529,12.94,9.8,0.0,1135772.8,4492768.8,135867.2,430576.0,40.8,0.0,98.4,20278.4,13320.4,23937.0,36.2,59.8,3.8,0.0,0.0,8.034238215271568,5
0.76,7.408,11.74,37028.864,224.565,1.91,302.256,12.08,8.4,0.8,1135130.4,4946198.4,135876.0,426609.6,39.2,0.0,61.6,24820.8,17017.2,30987.4,37.2,58.4,4.6,0.4,0.0,7.540472208402619,5
0.71,7.252,14.656,27027.456,209.367,2.21,276.275,12.63,8.8,0.4,1134474.4,5563242.4,135886.4,428993.6,69.6,0.0,127.2,22880.0,15515.4,28580.0,36.4,58.8,4.6,0.4,0.0,5.758635599645223,5
0.73,7.869,13.866,31922.176,216.1,2.25,307.477,12.22,6.8,0.2,1134006.4,5173695.2,135888.0,430262.4,56.0,0.0,97.6,25306.4,16952.8,30923.4,36.4,59.0,4.2,0.2,0.0,5.299425462407416,5
0.77,6.979,16.838,28776.448,209.198,2.0,306.033,11.32,10.2,0.0,1133100.0,5307270.4,135899.2,427163.2,16.0,0.0,56.8,24428.0,14888.8,27794.0,37.4,57.8,4.6,0.4,0.0,7.054890545321182,5
0.83,7.537,14.481,26213.376,203.055,2.2,385.62,9.04,9.4,0.2,1132566.4,5079431.2,135908.0,429458.4,11.2,0.0,56.0,25836.0,15555.0,29859.0,35.8,58.4,5.4,0.4,0.0,6.434126648047557,5
0.94,7.85,15.825,19491.84,244.966,1.98,465.429,7.78,9.2,0.0,1132148.0,5005428.0,135908.0,431013.6,0.0,0.0,56.8,26288.8,16951.0,31574.8,42.2,52.0,5.0,1.0,0.0,5.27989139640909,5
0.86,6.955,19.479,15934.464,214.418,2.15,420.387,7.9,8.6,0.4,1151786.4,4958418.4,135908.0,429260.0,11.2,17552.0,27.2,37196.8,16531.0,28319.4,40.2,54.4,5.0,0.6,0.0,6.477475681263736,5
1.02,7.296,14.741,12116.992,258.769,1.63,454.992,7.0,7.4,0.2,1131228.0,5322997.6,135930.4,429402.4,48.0,0.0,69.6,25322.4,14936.8,29273.0,38.2,58.4,3.4,0.0,0.0,7.164765371627626,5
0.98,7.431,15.655,17418.24,270.884,1.68,472.475,7.26,8.4,0.2,1130872.0,5783621.6,135952.0,425001.6,6.4,0.0,28.8,24837.6,16433.0,29884.2,36.2,59.8,4.0,0.0,0.0,6.074099313645135,5
1.1,7.524,14.614,11832.32,310.826,1.41,580.361,5.92,7.0,0.0,1130616.0,5665162.4,135956.0,430276.0,94.4,0.0,121.6,24834.4,15942.6,29731.6,41.0,55.4,3.2,0.4,0.0,6.874971904382367,5
1.17,7.315,16.86,6555.648,308.402,1.35,627.417,5.27,9.0,0.2,1130155.2,5707888.8,136376.8,433741.6,72.8,0.0,457.6,26980.8,15992.4,29866.0,44.0,52.2,3.6,0.2,0.0,7.283542744299331,5
1.01,7.49,15.032,16912.384,306.911,1.46,482.573,7.32,9.4,0.2,1125240.0,6102987.2,136496.0,431981.6,8.0,0.0,44.8,25188.0,16529.4,29680.0,40.8,55.2,3.6,0.0,0.0,6.172156825508039,5
1.02,7.521,20.28,16494.592,325.094,1.37,420.879,8.13,8.8,0.2,1124984.0,6304681.6,136504.0,431660.0,8.0,0.0,39.2,24630.4,16481.4,29867.2,44.8,50.8,4.0,0.6,0.0,6.627737554756485,5
0.53,7.782,18.491,1199.104,180.692,2.59,241.344,12.14,9.8,0.2,1124728.0,6481520.0,136504.0,430152.0,27.2,30.4,64.0,26857.6,17294.6,32480.6,47.4,49.0,3.2,0.4,0.0,5.762381507800176,5
0.67,5.57,50.647,28232.704,225.656,1.96,301.41,10.57,6.4,1.8,1348475.2,206710.4,33098.4,285140.0,2888.0,111620.8,18367.0,126024.0,18074.4,21970.4,22.8,71.2,2.6,3.4,0.0,8.934667524930095,5
0.62,6.14,39.227,31251.456,198.76,1.88,270.584,12.11,7.8,0.8,1348086.4,596886.4,25788.8,301254.4,13106.4,45276.8,21868.4,63899.2,16142.4,23909.8,26.4,67.2,4.0,2.4,0.0,10.28754327395191,5
0.73,7.186,42.254,36330.496,268.734,1.79,356.1,12.48,9.0,0.2,1258996.0,2823695.2,40886.4,292868.0,5344.8,1100.0,9864.4,25448.0,15863.8,28645.8,30.2,64.4,5.2,0.8,0.0,5.701713107881091,5
0.71,6.832,32.055,38777.856,230.403,1.88,302.768,12.99,6.8,0.8,1229570.4,3006225.6,98853.6,319900.8,3707.2,0.0,4989.4,22925.6,15416.4,28201.0,30.4,64.4,4.4,0.8,0.0,7.271068188750628,5
0.76,7.055,36.018,32185.344,242.794,1.7,319.677,12.51,9.6,0.2,1197826.4,3105250.4,124808.0,333117.6,4501.6,0.0,5243.8,24188.8,15104.6,27985.2,31.8,62.4,5.2,0.8,0.0,7.069607107144482,5
0.7,6.025,35.874,31854.592,220.611,1.81,289.456,12.44,10.4,0.0,1260708.0,1891912.8,134299.2,352907.2,255.2,51800.0,982.8,73204.8,14705.8,24204.4,32.2,63.0,4.0,1.0,0.0,7.798190539081891,5
0.7,6.245,34.542,33861.632,221.96,1.87,291.453,12.81,6.4,0.0,1223942.4,2776053.6,137373.6,361660.0,44.0,38480.8,65.6,61893.6,15056.4,26027.8,31.6,62.6,4.8,1.0,0.0,6.751487920950125,5
0.71,7.75,25.475,38939.648,236.097,1.89,306.624,13.17,6.0,0.2,1164671.2,4127022.4,138618.4,367672.0,4526.4,0.0,6286.4,25378.4,16124.6,30260.0,33.0,61.2,4.8,1.2,0.0,5.649560133765937,5
0.71,7.89,25.139,38280.192,239.17,2.21,311.114,13.21,8.0,0.2,1150906.4,4683837.6,139471.2,392928.0,235.2,0.0,2302.8,25900.8,16926.8,31814.2,32.6,61.6,5.4,0.6,0.0,5.198847802948766,5
0.78,7.757,23.277,22586.368,240.476,1.98,351.736,11.2,8.2,0.0,1149875.2,3624934.4,139688.8,395015.2,104.8,0.0,388.0,24636.0,16244.4,30525.0,34.8,60.6,4.0,0.6,0.0,5.224611989511833,5
0.71,7.524,27.3,43958.272,232.288,1.84,300.178,13.48,7.2,0.4,1149354.4,4963772.0,139784.0,395311.2,1.6,0.0,24.8,28374.4,15818.8,29537.8,34.0,61.2,4.8,0.4,0.0,5.843980703502893,5
0.69,7.199,32.421,31806.464,215.903,2.07,283.457,12.92,7.6,0.2,1148664.8,4980683.2,139842.4,391856.8,7.2,0.0,52.0,24451.2,15445.0,28973.2,34.0,61.6,4.2,0.2,0.0,5.617024974572502,5
0.75,5.711,41.501,23024.64,237.599,1.74,330.647,9.32,8.2,0.8,1697192.0,3416182.4,140285.6,396996.8,31.2,173043.2,119.0,190844.8,13599.8,22051.4,31.0,64.8,3.0,0.8,0.0,7.377149438446459,5
0.64,5.557,37.069,26280.96,178.215,2.15,230.904,12.84,7.6,0.2,1144371.2,4893780.0,140296.0,399003.2,371.2,0.0,1524.2,15638.4,10219.4,18515.4,36.4,60.0,3.0,0.4,0.0,6.953916438790255,5
0.69,6.819,27.045,37059.584,204.088,2.21,263.485,13.03,9.4,0.4,1130064.8,5049929.6,140338.4,430347.2,3849.6,0.0,9974.0,21455.2,14571.6,26574.4,33.6,61.2,4.6,1.0,0.0,6.8570128849574505,5
0.87,7.391,17.093,34042.88,195.173,2.31,446.266,7.95,7.6,0.2,1111203.2,4235230.4,140844.0,459003.2,420.8,0.0,475.2,22355.2,15860.6,29111.4,37.2,56.8,5.4,0.6,0.0,5.503037782244241,5
0.62,6.674,21.315,29775.872,182.987,2.26,241.587,13.79,6.8,0.0,1110328.0,5025396.8,140857.6,466545.6,37.6,0.0,76.0,19453.6,13535.0,25156.4,34.6,61.6,3.6,0.8,0.0,5.307177086653596,5
0.79,7.427,24.054,31874.048,189.886,2.22,369.025,9.31,7.2,0.0,1044650.4,4726070.4,141157.6,476879.2,17.6,0.0,52.0,24856.8,16481.4,30617.2,35.8,58.2,5.0,1.0,0.0,6.160242618658605,5
0.93,6.825,24.686,23115.776,186.125,2.18,436.124,7.03,5.6,0.8,1044184.8,4429628.8,141177.6,477929.6,12.8,0.0,63.2,22946.4,14964.6,27465.2,40.4,55.2,4.2,0.8,0.0,6.676947658543071,5
0.91,6.815,28.356,21394.432,186.929,2.16,421.852,7.17,9.4,0.2,1043901.6,4429778.4,141200.0,480562.4,3.2,0.0,12.8,23470.4,15002.4,27462.8,43.2,51.2,4.8,0.6,0.0,6.98637267648479,5
0.94,6.412,42.823,16223.232,231.051,1.94,452.205,7.04,8.6,1.8,1162182.4,4592728.0,141224.8,478633.6,22.4,64487.2,58.4,83968.0,15600.6,26163.8,37.6,57.2,4.2,1.4,0.0,6.166814040745237,5
1.05,7.973,28.9,22764.544,280.971,1.76,523.231,6.91,10.2,0.8,1043084.0,5238512.0,141252.0,481245.6,6.4,0.0,41.6,24785.6,16106.6,31307.2,38.6,55.6,5.6,0.6,0.0,4.7738901647438565,5
1.11,7.627,34.141,18231.296,310.527,1.5,570.823,6.12,6.8,0.4,1042418.4,5213932.8,141269.6,486444.8,490.4,0.0,525.0,26018.4,16053.2,30763.8,40.2,54.4,4.8,0.6,0.0,5.388195937437372,5
1.21,7.294,36.174,11400.192,323.576,1.38,676.907,4.9,7.8,0.2,1041548.0,5251727.2,141272.0,485208.8,14.4,0.0,32.8,24384.8,15546.0,29138.6,45.2,50.2,4.2,0.8,0.0,5.72857961599959,5
1.1,7.392,19.142,12128.256,296.862,1.51,569.572,5.66,6.8,0.4,1041292.0,5502854.4,141272.0,488448.0,3.2,0.0,35.2,22298.4,15030.0,28343.2,39.2,54.2,5.8,0.8,0.0,5.216815764225494,5
1.15,7.121,23.922,8235.008,280.724,1.48,600.23,5.13,6.8,0.0,1040780.0,5670062.4,141272.0,487032.8,8.0,0.0,36.8,24467.2,14200.8,28127.0,49.8,45.4,4.0,0.6,0.0,6.090965939731133,5
0.93,6.433,27.853,14661.632,259.081,1.68,408.627,7.63,5.0,0.6,1082945.6,5961530.4,141272.0,486392.0,11.2,31004.8,47.2,53261.6,15178.0,26021.8,36.6,56.8,6.0,1.0,0.0,6.268133179413225,5
1.04,7.455,28.488,20088.832,331.914,1.37,444.51,7.5,7.2,0.6,1037844.0,6185798.4,141285.6,480417.6,68.0,0.0,96.0,23292.8,15194.4,28817.8,40.2,53.4,5.8,1.0,0.0,5.323338975261539,5
0.49,8.187,20.396,1155.072,167.141,2.94,227.853,12.52,7.2,0.0,1038014.4,6384231.2,141455.2,482316.8,6.4,37.6,56.8,25122.4,18157.2,33354.4,45.2,47.8,6.2,1.0,0.0,4.715765113440392,5
0.59,5.448,64.445,27881.472,195.347,2.23,264.608,9.93,10.0,0.4,1281986.4,156124.0,33121.6,308156.0,6767.2,115970.4,21031.6,129740.0,18463.4,21730.8,15.0,73.6,4.2,7.2,0.0,10.296118607038494,5
0.61,6.256,59.913,31901.696,201.441,2.04,282.847,11.79,10.0,0.8,1296099.2,918647.2,19247.2,266856.8,19280.0,44128.8,33364.6,61667.2,15639.0,23121.0,21.0,72.4,3.6,3.0,0.0,8.652502324157979,5
0.68,7.256,62.412,21617.664,222.669,1.81,301.627,11.78,9.0,0.2,1228435.2,1469055.2,64853.6,275957.6,22156.8,18363.2,26749.0,38847.2,16741.4,27952.0,23.0,68.0,6.0,3.0,0.0,6.341515647040473,5
0.64,7.12,42.369,44056.576,212.536,1.85,281.082,13.46,8.4,0.0,1158982.4,3482443.2,111541.6,317608.0,8827.2,0.0,12004.0,21109.6,14632.0,27246.6,25.2,68.8,5.0,1.0,0.0,6.22514797024514,5
0.65,7.483,34.302,45927.424,209.551,2.05,276.062,13.83,6.8,0.4,1130130.4,4288122.4,127880.0,330635.2,1173.6,0.0,1866.4,23952.8,14610.0,28301.4,26.4,66.6,6.2,0.8,0.0,4.89773399975835,5
0.64,7.341,31.235,46831.616,203.92,2.01,265.805,13.93,7.0,0.0,1119556.8,4121567.2,135236.8,346692.0,104.0,0.0,119.2,24303.2,15901.6,30534.0,29.0,63.0,7.0,1.2,0.0,5.488865541451143,5
0.65,7.79,35.929,52516.864,205.123,2.29,289.964,13.42,6.4,0.2,1103284.0,3616315.2,137408.0,353920.8,151.2,0.0,208.8,25312.8,15783.4,30875.2,28.4,63.2,7.8,1.0,0.0,4.396637688633983,5
0.65,7.77,42.115,47154.176,213.499,2.17,280.123,13.7,6.6,0.0,1102588.0,4904437.6,138335.2,355787.2,41.6,0.0,63.2,26245.6,15516.8,30719.8,27.6,65.2,7.0,1.0,0.0,4.612516990074745,5
0.65,8.274,38.744,49511.424,226.572,2.15,299.006,12.88,6.4,0.4,1098088.8,4822178.4,138685.6,365710.4,32.8,0.0,77.6,26609.6,16666.4,33261.6,30.4,62.4,6.4,0.8,0.0,4.43548400873259,5
