ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency(ms),category
0.82,7.925,52.052,40116.224,163.579,2.61,453.674,7.67,6.0,0.2,1139326.4,3633038.4,143376.0,424276.8,16.0,0.0,17.6,28244.0,15457.2,30645.6,36.4,57.2,6.0,0.6,0.0,4.990937908490499,5
0.82,8.557,37.965,34421.76,163.593,2.99,455.303,7.59,7.6,0.2,1135102.4,3661554.4,143502.4,429689.6,1872.0,0.0,4669.2,22100.0,16790.2,33658.8,36.8,57.2,5.2,1.0,0.0,4.083322343372164,5
0.73,7.737,32.285,37479.424,159.879,2.87,356.604,9.22,6.6,0.2,1127606.4,4704872.8,143752.8,440837.6,311.2,0.0,736.8,23870.4,15491.0,29851.8,29.0,64.2,6.2,0.6,0.0,4.3147069944752205,5
0.93,7.303,25.52,18841.6,175.142,2.26,465.691,6.02,5.0,0.0,1125245.6,3864587.2,143760.0,444150.4,3.2,0.0,3.2,22324.0,14957.4,28059.8,41.0,51.4,6.8,1.2,0.0,5.342822202614376,5
0.93,7.551,42.584,26124.288,204.786,2.08,471.782,6.55,8.6,0.2,1120590.4,4566945.6,143767.2,446367.2,1055.2,0.0,1117.6,25844.0,15888.2,30761.8,37.2,56.0,6.0,1.0,0.0,4.977193610796791,5
0.87,6.18,28.436,21179.392,140.103,2.27,383.462,6.15,6.2,0.0,1119913.6,4516228.8,143776.0,441806.4,49.6,0.0,128.0,18620.0,12132.4,23225.2,39.4,54.0,5.4,0.8,0.0,6.792596408299038,5
0.87,6.507,41.665,21114.88,247.343,1.76,396.828,7.38,5.0,0.2,1779512.8,4827972.8,143784.0,442811.2,27.2,138908.0,59.2,157304.0,13566.8,24785.6,28.6,63.2,6.6,1.6,0.0,5.1561535583522335,5
0.95,7.305,38.935,29242.368,225.13,1.83,425.419,7.24,6.0,1.0,1118930.4,5095620.8,143784.0,444491.2,24.8,0.0,24.8,24488.0,15527.4,28988.8,34.8,58.4,6.2,1.0,0.0,5.15277170827972,5
0.9,5.87,35.019,17227.776,230.126,1.65,374.94,6.89,6.0,0.2,1603246.4,5155376.0,143794.4,446785.6,7.2,144174.4,8.0,161876.0,12462.2,21796.0,29.0,63.2,6.4,1.6,0.0,6.026271360004367,5
1.15,7.512,22.153,17720.32,288.107,1.46,595.486,5.07,7.6,0.0,1118764.0,5429532.0,143809.6,453023.2,45.6,0.0,46.4,23496.8,15625.0,29973.0,38.2,52.6,8.2,1.2,0.0,4.706999009220716,5
1.01,6.807,21.326,18457.6,269.32,1.54,500.089,5.85,6.4,0.4,1319245.6,5531970.4,143833.6,443560.8,23.2,78740.0,24.0,100989.6,15347.4,27764.6,30.2,60.8,8.0,1.0,0.0,5.24425298183948,5
1.27,8.409,22.117,14804.992,329.825,1.37,746.013,4.35,6.0,0.6,1118308.0,5431076.8,143875.2,449431.2,3.2,0.0,3.2,25293.6,17703.4,33801.4,40.6,49.8,8.8,1.4,0.0,4.440600253917553,5
1.14,8.238,13.561,24675.328,337.045,1.33,558.674,5.87,7.6,0.0,1117840.0,5768555.2,143905.6,447054.4,11.2,0.0,11.2,24790.4,16884.0,32554.4,35.6,53.0,9.8,1.8,0.0,4.4958439545295406,5
1.03,7.358,21.736,20636.672,328.496,1.31,383.677,7.61,4.6,0.2,1162792.0,6110919.2,143921.6,450406.4,43.2,52428.8,43.2,73848.0,17007.6,29054.4,30.2,58.6,9.2,2.4,0.0,5.09447751402044,5
0.99,8.482,15.354,23766.016,306.46,1.46,441.765,7.11,5.4,0.4,1112756.0,6295211.2,143933.6,450230.4,5.6,0.0,5.6,26293.6,18202.2,33963.0,32.6,57.8,8.4,1.6,0.0,4.690015446598728,5
0.36,8.672,18.264,984.768,132.157,3.38,184.675,12.51,6.2,0.2,1112756.0,6468854.4,143948.0,448593.6,14.4,50.4,14.4,27832.8,17288.8,34716.4,40.0,50.2,8.8,1.2,0.0,4.601505840181481,5
0.59,5.891,47.707,27104.256,180.02,2.35,247.929,10.91,8.6,0.6,1289696.8,1186721.6,9660.0,297364.8,10877.6,65826.4,40115.8,79311.2,15031.2,21003.2,14.0,77.2,4.6,4.2,0.0,8.792308768219263,5
0.48,4.481,33.835,35094.528,137.799,2.25,183.743,13.14,7.8,0.6,1219485.6,741416.0,41116.8,351077.6,1756.0,37862.4,8239.4,49894.4,11963.8,18046.4,14.2,72.6,8.0,5.0,0.0,9.563533883345755,5
0.61,8.029,19.34,42488.832,204.778,2.02,276.313,13.05,5.6,0.0,1256246.4,4093637.6,32666.4,304800.0,8740.0,2601.6,13107.8,27050.4,17290.0,31900.0,19.6,67.4,11.2,1.6,0.0,5.643658269821138,5
0.68,6.723,24.262,28414.976,246.801,1.55,330.169,8.88,4.4,0.4,1949465.6,2523238.4,98432.8,353367.2,6804.0,174484.8,8124.0,192864.0,15062.2,24994.6,16.2,71.6,8.0,3.8,0.0,5.59217115836357,5
0.58,9.28,18.848,54877.184,208.246,2.33,275.989,15.05,4.8,0.2,1181032.8,4549221.6,126099.2,380500.0,1167.2,0.0,1294.4,26699.2,18865.2,36866.6,23.0,64.8,10.2,1.8,0.0,3.5879262402555603,5
0.59,8.531,13.152,53295.104,199.379,2.27,263.832,14.25,7.4,0.0,1166360.0,4344805.6,135483.2,386464.0,59.2,0.0,60.8,23964.8,17261.4,33175.4,22.0,66.4,10.0,1.8,0.0,3.982153705075126,5
0.65,8.145,40.199,51617.792,181.035,2.63,344.728,11.24,6.0,0.2,1164499.2,3514148.8,138764.0,385488.0,80.0,0.0,81.6,28694.4,16343.4,32428.4,24.6,67.8,7.4,0.6,0.0,3.525069601395551,5
0.59,8.98,15.762,53385.216,179.386,2.7,275.774,13.56,5.8,1.0,1147406.4,3634206.4,139961.6,393092.0,41.6,0.0,41.6,27173.6,18465.2,35347.8,22.4,67.4,8.8,1.6,0.0,3.527079840980606,5
0.64,7.437,49.811,56206.336,191.393,2.44,330.9,11.43,7.0,0.0,1146465.6,3976479.2,140412.0,392081.6,90.4,0.0,92.8,28683.2,14952.0,30255.0,24.4,68.6,6.6,0.2,0.0,3.569017847379049,5
0.84,8.941,20.656,27381.76,179.356,2.57,469.781,7.21,6.8,0.0,1134678.4,2851095.2,141003.2,427840.8,68.8,0.0,68.8,26292.8,17576.0,35257.6,31.2,58.6,8.8,1.4,0.0,3.7451305985450745,5
0.73,9.174,28.021,50709.504,157.649,2.99,441.831,8.56,5.6,0.2,1134062.4,3587546.4,141090.4,424035.2,16.0,0.0,19.2,27836.0,18171.6,36119.6,28.0,62.8,7.8,1.2,0.0,3.7409034412303073,5
0.78,8.633,34.926,47419.392,147.268,2.82,459.877,7.61,7.0,0.0,1133867.2,3453179.2,141140.8,425436.8,1.6,0.0,2.4,28364.8,17697.0,35192.8,31.0,60.2,7.0,1.6,0.0,4.393830851725469,5
0.8,7.888,65.985,44980.224,147.014,3.0,476.218,7.4,8.2,0.0,1132142.4,3545529.6,141197.6,427101.6,75.2,0.0,75.2,28214.4,15676.8,31375.6,31.4,62.6,5.8,0.2,0.0,4.012091890715531,5
0.87,7.741,49.993,36275.2,163.178,2.76,523.359,6.44,8.2,0.0,1131492.0,3378101.6,141223.2,427204.8,20.0,0.0,20.0,29264.0,15650.6,31105.6,30.6,63.2,5.8,0.0,0.0,3.775056873821191,5
0.95,7.931,45.682,36222.976,205.297,2.22,535.854,6.17,7.6,0.2,1131009.6,4002271.2,141244.8,431089.6,12.8,0.0,12.8,28597.6,15711.2,31181.6,33.2,60.2,6.2,0.2,0.0,3.8013542969214735,5
0.9,8.596,41.218,41503.744,211.085,2.21,523.417,6.77,6.2,0.0,1130579.2,3957936.0,141267.2,425216.0,5.6,0.0,5.6,28326.4,17654.8,35222.4,32.2,60.4,6.6,0.6,0.0,3.692354306863255,5
0.84,8.006,17.277,16324.608,249.765,1.89,439.311,6.84,5.0,0.0,1684669.6,4267692.8,141288.8,429560.0,11.2,170902.4,11.2,193419.2,17009.0,29906.0,22.6,65.8,8.6,3.0,0.0,3.953691051000027,5
1.09,7.868,49.57,20538.368,270.459,1.73,613.467,5.14,8.0,0.0,1128365.6,4500629.6,141307.2,434563.2,33.6,0.0,33.6,30202.4,15673.0,31298.8,36.0,58.2,5.6,0.0,0.0,3.704711840929776,5
0.96,7.92,25.69,33594.368,227.091,1.94,466.803,6.53,6.8,0.2,1122978.4,4728020.0,141324.0,442573.6,1660.0,0.0,5677.2,22968.8,15455.8,30600.0,33.2,58.0,7.6,1.6,0.0,4.218640753620532,5
1.23,7.731,49.759,15261.696,293.595,1.57,674.839,4.48,6.8,0.4,1120668.8,4390691.2,141338.4,453539.2,58.4,0.0,64.8,28582.4,16008.0,31814.4,33.8,59.4,6.4,0.2,0.0,3.710048918676849,5
1.11,8.088,52.154,27526.144,278.508,1.57,610.062,5.12,6.8,0.0,1120296.0,4832352.8,141347.2,450352.0,7.2,0.0,7.2,26599.2,15909.0,32317.2,33.4,58.0,7.4,0.8,0.0,3.9877037551209393,5
1.11,6.042,60.019,3346.432,278.61,1.45,533.499,4.54,6.4,0.4,1542682.4,4746802.4,141370.4,454739.2,9.6,170684.8,9.6,187100.8,14388.6,22924.6,28.4,61.2,7.6,2.8,0.0,5.172120177406397,5
1.26,7.188,37.919,17782.784,314.506,1.23,691.756,4.08,5.4,0.4,1109612.0,5108520.8,141376.0,450175.2,19.2,0.0,30.4,24281.6,14517.8,28544.4,36.8,54.6,7.4,1.4,0.0,4.679969511926174,5
1.37,7.474,31.38,11575.296,324.683,1.16,789.233,3.47,5.8,0.2,1106642.4,5209445.6,141485.6,458431.2,395.2,0.0,573.2,23845.6,15475.8,30583.6,45.2,47.0,6.6,1.8,0.0,5.057674118235141,5
1.23,7.805,28.608,3011.584,289.146,1.49,697.458,3.72,4.4,0.2,1115992.8,5409053.6,141516.0,456315.2,4.8,10280.8,4.8,33987.2,17611.8,32411.4,40.6,47.8,9.6,2.0,0.0,4.052930210761791,5
1.14,8.154,27.185,22141.952,350.744,1.22,513.917,5.67,4.8,0.2,1104432.0,5772862.4,141526.4,452603.2,87.2,0.0,96.0,24317.6,15745.2,31046.6,30.6,59.6,8.4,1.6,0.0,4.066483460093774,5
1.11,8.135,29.471,26776.576,349.936,1.25,427.797,6.88,5.2,0.2,1103556.8,6151657.6,141540.0,452780.8,353.6,0.0,756.0,27086.4,17141.6,33050.2,31.0,60.0,7.8,1.0,0.0,4.108847170085697,5
0.95,7.204,54.256,23582.72,273.305,1.55,428.29,6.71,5.6,0.4,1110736.8,6222189.6,141548.0,453905.6,14.4,26214.4,15.2,47599.2,15510.2,27986.4,34.6,56.4,7.0,2.0,0.0,4.547918576042853,5
0.25,8.909,35.18,1055.744,115.837,4.08,168.263,12.85,6.2,0.2,1102352.0,6449089.6,141552.8,459334.4,8.8,52.8,8.8,29737.6,17296.8,36290.8,46.0,46.0,7.0,0.8,0.0,3.5530627127361183,5
0.7,5.728,28.73,42878.976,233.172,2.07,301.735,11.96,9.8,1.2,1138184.8,800184.8,86362.4,359235.2,65.6,33293.6,10234.0,53250.4,16345.8,25058.6,31.2,64.0,3.0,1.6,0.0,10.928241556340998,5
0.66,5.692,33.117,35462.144,216.994,1.98,279.504,12.57,9.0,0.2,1247736.0,744442.4,43970.4,370488.8,4303.2,34759.2,14583.2,54960.8,14259.8,23867.0,28.8,67.4,2.6,1.2,0.0,9.948888361848743,5
0.7,6.417,28.989,28601.344,219.581,2.18,285.055,12.79,9.2,0.6,1249059.2,584271.2,48560.0,304454.4,4726.4,3117.6,15740.4,23635.2,14365.6,25218.2,34.6,61.6,2.8,1.2,0.0,10.518367763981878,5
0.7,6.346,24.371,37874.688,210.15,1.85,273.527,13.39,9.4,0.4,1221872.8,1546080.0,84825.6,409327.2,7345.6,0.0,12746.8,22232.0,14236.2,26123.0,31.8,64.6,3.4,0.6,0.0,9.780725880509294,5
0.79,6.53,19.025,37872.64,250.735,1.67,326.453,12.12,10.0,0.0,1192996.0,2368762.4,97986.4,415900.8,3831.2,0.0,3869.6,21360.8,13307.0,25242.0,30.6,64.8,4.2,0.8,0.0,7.928699924262387,5
0.77,6.949,18.111,32045.056,232.324,1.77,301.567,12.34,9.6,0.0,1168368.8,2662246.4,124383.2,422378.4,3153.6,0.0,3175.2,22591.2,14643.6,27266.8,32.8,62.4,4.2,0.6,0.0,7.771594271795386,5
0.76,6.852,20.868,36638.72,240.096,1.78,312.237,12.53,8.6,0.6,1151421.6,3000458.4,136660.8,430623.2,6231.2,0.0,8435.8,22813.6,15052.4,27075.2,33.6,62.2,3.6,0.8,0.0,8.065715271939514,5
0.74,8.03,14.782,30635.008,251.482,2.0,332.352,12.99,8.6,0.4,1135828.8,2621966.4,140456.0,431132.8,116.0,0.0,119.2,25713.6,16899.0,31826.0,32.6,61.8,5.4,0.6,0.0,5.457702230234616,5
0.73,6.482,17.904,23250.944,242.853,2.01,318.663,11.89,9.0,0.2,1198196.8,2522357.6,141680.0,431976.8,77.6,40056.0,130.4,60491.2,15536.6,26586.2,36.6,57.6,5.0,0.8,0.0,6.107888086055353,5
0.76,7.312,16.396,29971.456,242.429,1.97,316.771,12.26,9.8,0.0,1132755.2,4301526.4,142173.6,434509.6,35.2,0.0,39.2,23111.2,15032.8,29185.6,33.2,62.6,4.0,0.4,0.0,5.321406852701859,5
0.74,7.155,16.985,32969.728,233.035,1.89,299.342,12.81,9.4,0.2,1132458.4,4170720.0,142380.8,439055.2,11.2,0.0,35.2,23611.2,15289.8,28481.4,36.0,60.0,4.2,0.2,0.0,6.497795824890798,5
0.74,6.991,18.204,30618.624,234.908,1.87,300.243,12.66,7.6,0.4,1131735.2,4530296.0,142484.0,437541.6,39.2,0.0,39.2,23937.6,15497.8,28484.4,36.0,59.4,4.4,0.4,0.0,6.672971232696738,5
0.73,5.457,17.931,25542.656,198.684,1.72,256.169,12.4,9.8,0.2,1130782.4,5192980.8,142526.4,435260.8,88.0,0.0,169.6,17393.6,11358.2,21142.8,39.8,56.4,3.4,0.4,0.0,9.628878741930231,5
0.77,7.061,15.901,20659.2,229.817,1.87,294.926,12.74,9.0,0.0,1128428.0,4310209.6,142540.8,442640.8,56.8,0.0,71.2,23609.6,15373.2,27239.2,35.4,59.2,5.6,0.6,0.0,7.518700019798087,5
0.75,6.778,17.114,35716.096,239.484,1.87,303.42,12.85,8.4,0.0,1127709.6,5216528.0,142565.6,439612.0,59.2,0.0,65.6,21933.6,15057.4,26823.2,37.4,57.6,4.8,0.6,0.0,6.612614996509489,5
0.76,5.263,18.608,13548.544,183.007,1.91,241.785,12.07,8.2,0.0,1127420.0,4813680.0,142572.8,439751.2,22.4,0.0,23.2,16376.8,11035.4,20222.4,40.8,54.2,3.8,1.2,0.0,8.384446497563717,5
0.76,7.327,16.938,33809.408,224.574,1.93,287.64,12.66,9.4,0.4,1126976.0,5234696.8,142583.2,440631.2,7.2,0.0,15.2,24525.6,16520.0,29555.8,37.6,56.8,5.2,0.6,0.0,6.715373523024402,5
0.78,7.635,13.837,31729.664,217.145,2.16,332.178,11.15,7.0,0.0,1126604.0,5125330.4,142604.0,439790.4,19.2,0.0,24.0,25125.6,16082.0,30077.6,35.2,58.6,5.4,1.0,0.0,5.939904367319996,5
0.85,7.475,14.655,28186.624,212.161,2.15,418.449,8.68,8.6,0.0,1125877.6,4941564.8,142608.0,442408.8,51.2,0.0,161.6,24915.2,15718.2,29128.4,40.0,55.2,4.2,0.4,0.0,5.989783293717391,5
0.97,7.662,18.283,25148.416,238.304,2.0,483.364,7.53,8.4,0.2,1125278.4,4745120.8,142611.2,442444.0,104.0,0.0,457.6,25359.2,16213.0,30722.2,43.6,51.6,4.2,0.8,0.0,6.10144916895326,5
0.93,7.659,14.917,24075.264,230.746,1.93,447.757,7.91,9.2,0.2,1123878.4,5026616.0,142792.0,461200.8,5.6,0.0,48.0,25360.0,17368.6,30871.4,41.2,54.0,4.0,0.8,0.0,6.76376709405841,5
0.92,5.99,20.265,12036.096,261.695,1.58,396.327,7.73,8.0,0.2,1606469.6,5034448.8,142802.4,455503.2,1.6,164758.4,8.0,183598.4,14110.4,22723.4,37.2,59.0,3.4,1.0,0.0,8.509165851782399,5
0.92,6.616,18.65,21554.176,214.309,1.83,383.449,8.19,9.4,0.6,1124032.0,5379968.8,142808.0,455471.2,53.6,0.0,55.2,22630.4,14389.6,26232.8,43.8,52.2,3.6,0.4,0.0,7.595256914066363,5
1.09,7.751,16.153,15139.84,291.458,1.56,539.554,6.6,7.8,0.0,1123520.0,5611412.0,142816.8,462282.4,35.2,0.0,38.4,25456.0,16071.6,30340.4,41.0,55.6,3.4,0.2,0.0,6.137223969441026,5
1.16,7.052,22.277,10566.656,310.853,1.41,598.235,5.61,8.0,0.2,1123008.0,5589653.6,142826.4,457251.2,1.6,0.0,15.2,23856.0,14852.6,28482.4,45.2,51.0,3.4,0.2,0.0,6.98237235729511,5
1.19,7.231,21.567,7798.784,318.543,1.52,654.783,5.25,6.8,0.0,1122496.0,5671754.4,142828.8,463640.0,3.2,0.0,5.6,23330.4,15910.4,29112.2,48.6,48.2,3.0,0.4,0.0,5.755595683592575,5
1.03,6.362,33.509,15812.608,304.227,1.52,465.294,7.44,9.0,0.2,1175236.0,6018984.0,142836.0,464372.0,28.8,52428.8,28.8,72828.8,15019.4,24355.8,41.2,53.8,4.2,1.0,0.0,6.626560938292446,5
1.08,7.689,20.481,20945.92,361.077,1.3,470.108,7.74,8.8,0.2,1091692.0,6211025.6,142840.0,466508.0,9.6,0.0,18.4,25252.8,16136.0,30180.6,42.2,54.4,3.0,0.6,0.0,6.049733590165493,5
0.56,8.596,19.487,1081.344,203.632,2.53,269.706,12.21,8.4,0.4,1087800.8,6424574.4,142992.8,461433.6,0.8,32.8,8.0,27800.0,18187.2,34020.8,50.8,45.6,3.2,0.6,0.0,5.274711414293543,5
0.69,5.177,51.419,34779.136,228.67,1.98,298.336,10.58,12.4,0.6,1247849.6,269841.6,34256.0,312002.4,773.6,95108.8,12804.0,111797.6,16410.0,21326.0,25.8,70.0,2.6,2.0,0.0,8.651404072054856,5
0.69,6.66,54.463,32575.488,229.98,1.99,312.542,11.37,10.6,0.4,1397417.6,907296.8,27664.0,280098.4,16795.2,38401.6,33170.4,57062.4,16488.2,24594.2,27.0,68.4,3.2,1.6,0.0,8.880840956106693,5
0.73,6.968,41.426,36897.792,249.318,1.7,325.095,12.42,9.6,0.2,1258323.2,2452506.4,43091.2,327176.8,6387.2,1936.0,12638.6,25099.2,14899.0,27511.0,28.4,65.8,5.0,1.2,0.0,6.816251169551503,5
0.74,7.411,48.793,41094.144,239.742,1.85,312.208,12.93,7.4,0.6,1207200.8,3556902.4,95455.2,354508.8,5360.0,0.0,8412.0,24050.4,15270.6,29329.0,30.8,63.8,5.0,1.0,0.0,6.279983320785442,5
0.74,7.245,39.088,41392.128,238.589,1.79,312.734,12.67,9.6,0.4,1176839.2,3931788.8,126001.6,371406.4,2214.4,0.0,2217.6,23660.8,14993.8,28649.2,33.2,61.4,5.0,0.8,0.0,6.339793981507767,5
0.75,7.294,43.311,44375.04,247.917,1.79,317.71,12.96,8.4,0.2,1172077.6,4122774.4,136578.4,369541.6,99.2,0.0,108.8,23518.4,15675.6,28628.8,33.8,61.2,4.8,0.6,0.0,5.848976693502286,5
0.71,7.745,30.855,38369.28,234.368,2.0,305.729,13.13,8.8,0.0,1168288.8,4136659.2,140331.2,384379.2,1701.6,0.0,2784.0,24558.4,16518.0,30949.0,32.4,61.8,5.0,0.8,0.0,5.160941724727978,5
0.7,7.527,28.27,44980.224,222.662,2.04,287.774,13.75,5.8,0.0,1161632.8,4062266.4,141727.2,388270.4,142.4,0.0,664.0,24942.4,15416.2,29740.4,35.0,59.2,5.2,0.4,0.0,5.581292884294377,5
0.73,7.518,23.024,40170.496,238.447,1.93,308.538,12.87,7.6,0.4,1153133.6,4500027.2,142132.0,398986.4,244.8,0.0,309.0,25669.6,15792.2,29949.4,33.0,62.0,4.8,0.4,0.0,5.48894872595539,5
0.72,7.925,31.885,40918.016,228.906,2.04,297.585,13.63,7.4,0.0,1152212.0,4813913.6,142386.4,393262.4,62.4,0.0,64.8,26557.6,15710.8,30934.4,34.0,58.8,6.2,0.8,0.0,5.316624518718567,5
0.72,7.578,33.028,45000.704,231.319,2.36,298.789,12.89,8.2,0.0,1147143.2,4646283.2,142595.2,402236.8,229.6,0.0,1820.8,23400.8,15954.8,30011.8,35.6,58.4,5.2,1.0,0.0,5.319259094726129,5
0.76,5.773,44.108,18329.6,246.233,1.68,317.945,10.0,8.4,0.0,1522510.4,3692558.4,142756.8,413033.6,33.6,139115.2,34.4,157970.4,14667.2,23622.8,32.4,62.4,4.2,1.0,0.0,7.440792699778302,5
0.72,7.483,26.819,42717.184,231.837,2.12,304.473,12.91,9.6,0.8,1143929.6,4604312.8,142787.2,408782.4,33.6,0.0,33.6,23789.6,15172.8,29150.2,37.6,56.6,5.0,0.6,0.0,4.869620714868818,5
0.94,6.372,35.346,1742.848,263.532,1.67,463.644,6.53,6.0,0.2,1730149.6,2727008.0,142811.2,410515.2,20.0,189754.4,20.0,209459.2,13829.4,23339.0,35.0,60.4,3.8,0.8,0.0,6.097599788211733,5
0.83,7.993,38.3,37953.536,219.482,2.33,445.576,8.95,6.8,0.2,1142941.6,4158415.2,142830.4,415993.6,85.6,0.0,439.0,28216.8,16519.2,32336.4,38.6,55.6,5.6,0.6,0.0,4.946053618251687,5
0.9,8.393,37.605,34699.264,209.193,2.44,516.687,7.69,8.6,0.0,1141967.2,3930251.2,142833.6,417936.0,85.6,0.0,86.4,27539.2,17539.8,33639.2,41.2,52.6,5.8,1.0,0.0,4.713270274348229,5
0.88,7.842,27.401,25860.096,188.669,2.57,469.608,7.5,7.4,0.2,1141039.2,3996279.2,142840.8,417712.0,20.8,0.0,57.6,25788.0,17232.4,32036.6,39.8,54.2,5.6,0.6,0.0,4.997575084368388,5
0.81,6.902,19.983,28301.312,173.121,2.38,368.711,8.78,7.0,0.0,1130340.0,4299157.6,143152.8,428876.0,24.8,0.0,26.4,23860.0,15281.8,29308.4,37.2,57.6,5.0,0.6,0.0,6.4632851501991,5
0.92,7.391,29.595,22884.352,198.334,2.28,460.238,7.42,6.2,0.2,1132945.6,4267739.2,143161.6,436017.6,5.6,3045.6,11.2,28657.6,16610.2,31221.4,39.8,54.4,5.2,0.6,0.0,5.7525623358037485,5
0.96,7.748,23.972,27575.296,242.678,2.03,480.27,7.53,9.6,0.0,1128480.0,5047324.0,143178.4,436993.6,452.8,0.0,626.4,24618.4,16093.6,31199.6,42.2,52.0,5.2,0.8,0.0,4.806345333169724,5
0.91,5.973,33.342,10343.424,250.944,1.67,391.919,7.52,8.8,0.0,1858674.4,5124316.0,143193.6,434324.8,154.4,152408.0,179.2,171265.6,13835.2,23018.6,36.6,57.8,4.8,1.2,0.0,7.032465962704014,5
1.05,8.105,19.218,22747.136,280.629,1.66,528.223,6.65,7.6,0.6,1126811.2,5334828.0,143196.0,439383.2,43.2,0.0,46.4,26316.0,16697.4,32357.4,36.8,56.6,6.2,0.6,0.0,5.167114118049884,5
1.06,7.634,24.63,18867.2,264.301,1.63,511.44,6.5,8.4,0.4,1125992.0,5464850.4,143196.0,441003.2,87.2,0.0,88.8,25784.8,16311.0,31088.8,38.6,54.8,6.0,1.0,0.0,5.70525986807687,5
1.16,7.528,18.898,15055.872,312.259,1.42,600.913,5.59,7.2,0.0,1125377.6,5564470.4,143199.2,440588.0,188.8,0.0,230.4,26596.8,15495.8,29611.4,39.2,55.8,4.8,0.2,0.0,5.524938117523897,5
1.26,7.552,18.692,5982.208,321.6,1.34,686.394,4.67,7.2,0.0,1124472.0,5518720.0,143204.0,433986.4,96.8,0.0,101.6,23992.0,16182.6,29965.0,47.6,46.2,5.6,0.8,0.0,5.380886294195826,5
1.03,5.718,17.645,9201.664,211.005,1.48,432.387,5.62,9.8,0.2,1123544.0,5906673.6,143204.0,439311.2,4.0,0.0,4.8,18273.6,12518.4,22085.8,44.0,50.0,5.2,1.2,0.0,8.995519028053627,5
1.02,6.482,24.348,16544.768,275.947,1.47,453.905,6.74,9.6,0.4,1123288.0,6111015.2,143209.6,440672.0,48.0,0.0,48.8,22445.6,13442.2,24902.8,42.0,53.2,4.6,0.2,0.0,6.576219583840062,5
0.9,6.213,32.923,16310.272,278.018,1.53,315.006,9.38,9.0,0.0,1132270.4,6296056.0,143231.2,438354.4,132.8,26214.4,136.0,48770.4,14462.8,25248.2,37.4,56.2,5.6,0.4,0.0,6.359784940097335,5
0.46,6.02,17.571,1070.08,123.432,2.83,166.852,12.8,9.2,0.2,1121936.0,6497161.6,143247.2,439536.0,18.4,32.8,18.4,20150.4,11918.8,22808.6,50.2,43.4,6.2,0.8,0.0,8.296033682255203,5
0.58,5.171,26.785,36399.104,190.258,2.34,247.128,11.06,8.8,0.6,1222834.4,449233.6,60302.4,320275.2,964.0,71834.4,19530.6,87369.6,15039.0,21549.6,19.2,72.2,5.6,2.8,0.0,9.64265229422629,5
0.63,5.974,40.865,32122.88,203.643,2.19,279.124,11.62,8.4,0.4,1388841.6,471869.6,23759.2,312057.6,19265.6,61936.0,42210.2,78312.0,16139.2,22258.8,18.2,75.2,3.4,3.0,0.0,9.689957721938224,5
0.69,7.891,52.018,38065.152,230.466,2.54,306.366,12.17,7.2,0.0,1243341.6,4547552.8,21003.2,261300.8,7396.8,3281.6,15142.4,27306.4,15787.8,30273.8,22.4,67.4,8.2,2.2,0.0,5.855930270627141,5
0.65,8.363,35.385,55774.208,240.241,1.89,312.288,13.8,7.2,0.0,1196638.4,4106982.4,100852.0,374648.8,7343.2,0.0,10647.8,28360.0,17505.2,33801.8,24.4,67.4,7.0,1.0,0.0,4.898100507025625,5
0.65,8.902,40.613,53766.144,245.946,2.21,323.898,13.83,5.8,0.2,1172318.4,3953539.2,127754.4,381030.4,912.0,0.0,1288.0,27872.8,17487.0,35010.2,26.8,63.8,8.4,1.0,0.0,3.624488760519286,5
0.65,8.495,44.374,56735.744,233.002,2.16,307.438,14.32,6.4,0.2,1162232.0,4193124.8,135905.6,388969.6,877.6,0.0,1812.8,25276.0,17284.4,33636.8,29.2,63.8,5.8,1.2,0.0,4.018721046422169,5
0.66,8.323,47.576,51000.32,229.645,2.27,302.076,13.71,7.0,0.0,1157876.8,4750017.6,138536.8,397900.0,107.2,0.0,554.6,25158.4,16408.6,32713.8,30.0,62.8,6.2,0.8,0.0,3.827370469943403,5
0.68,8.169,56.385,54755.328,225.649,2.15,314.614,12.61,6.8,0.2,1156309.6,4449091.2,139600.0,404208.0,207.2,0.0,271.8,27397.6,16114.2,32431.4,29.6,64.6,5.6,0.4,0.0,3.984731087025175,5
0.65,7.733,76.003,52672.512,209.967,2.22,273.985,13.78,7.0,0.0,1154752.0,4497442.4,139994.4,409648.8,72.8,0.0,252.0,28372.0,14822.8,31004.4,29.2,64.2,6.2,0.6,0.0,4.364771707313587,5
0.77,8.078,71.634,48158.72,190.513,2.38,382.671,9.57,4.2,0.0,1149277.6,3541788.0,140103.2,422993.6,93.6,0.0,200.0,25845.6,16041.2,32329.2,33.8,58.6,6.4,1.0,0.0,4.443700919356778,5
0.77,8.227,61.776,51737.6,198.284,2.44,422.916,9.14,7.2,0.2,1134287.2,3591707.2,140128.0,417608.8,48.0,0.0,50.4,26849.6,15930.6,33020.2,32.0,61.8,5.6,0.8,0.0,4.245096702764932,5
