ipc,context_switches(K/s),cpu_migrations(/s),page_faults(/s),branches(M/s),branch_misses(%),L1_dcache_loads(M/sec),r_procs,b_procs,swap(KB),free(KB),buffers(KB),cached(KB),swap_in(KB/s),swap_out(KB/s),interrupts(/s),user_time(%),idle_time(%),iowait_time(%),avg-latency(ms)
0.71,6.356,28.652,22656.0,217.51,1.93,284.202,8.8,0.0,1148516.8,2104203.2,139346.4,381680.0,65.6,35592.8,14480.0,30.4,4.8,1.0,6.160797097577588
0.76,7.922,24.598,24673.28,237.785,1.85,308.469,6.6,0.4,1100523.2,3762242.4,139770.4,387423.2,1024.0,0.0,16794.4,34.0,5.0,1.0,6.139867991483565
0.71,7.889,25.387,34626.56,223.091,2.07,293.591,7.0,0.4,1094288.8,4473706.4,140003.2,414004.0,419.2,0.0,16713.8,33.4,5.6,1.0,4.998750543475052
0.77,7.961,24.445,19273.728,233.07,2.04,317.285,6.6,0.4,1093536.8,3813725.6,140064.0,416497.6,17.6,0.0,16348.2,33.2,5.0,0.6,5.092447454279119
0.71,6.006,21.769,18225.152,218.622,1.86,279.711,8.4,0.6,1287938.4,3580424.8,140100.8,417289.6,25.6,102766.4,14315.4,31.6,4.0,0.8,7.577388953201717
0.68,7.505,19.26,35524.608,200.887,2.22,257.616,7.0,0.2,1083992.8,5241913.6,140116.0,423243.2,37.6,0.0,16056.6,34.8,5.4,1.0,5.605289328857308
0.73,7.866,23.902,39285.76,200.923,2.32,310.408,6.2,0.4,1083494.4,4487869.6,140140.8,428956.8,16.0,0.0,16787.4,32.8,5.0,0.8,5.324919103414639
0.78,8.06,28.118,39275.52,209.53,2.18,368.432,8.6,0.0,1083220.8,4458712.0,140162.4,429752.0,103.2,0.0,17055.6,34.2,5.4,1.0,5.331725412416288
0.76,8.168,28.627,33003.52,189.472,2.61,354.294,7.6,0.0,1079827.2,4394756.8,140230.4,427872.0,1212.0,0.0,17438.8,35.4,4.6,1.0,4.660976248247257
0.8,7.49,24.464,33641.472,190.44,2.27,353.19,8.8,0.4,1077013.6,4741824.8,140697.6,435157.6,4.0,0.0,15627.6,36.0,5.2,1.0,6.208532592031033
0.84,7.441,22.772,28706.816,177.478,2.37,388.613,7.0,0.0,1076745.6,4664986.4,140715.2,442160.0,19.2,0.0,15803.2,35.2,5.2,0.8,5.986063154070051
0.92,7.819,18.156,22994.944,198.878,2.28,459.202,7.0,0.0,1076600.0,4401838.4,140724.0,442237.6,20.8,0.0,15980.2,38.6,5.4,0.6,5.458127812323948
0.92,8.06,23.804,26441.728,216.549,2.15,460.013,7.4,0.0,1076236.8,4828867.2,140734.4,443180.0,15.2,0.0,17260.6,37.4,5.2,0.8,5.34006321068966
0.95,7.814,24.428,22934.528,232.868,2.04,447.223,8.8,0.2,1075871.2,5177063.2,140756.8,441876.0,9.6,0.0,16345.6,41.4,5.4,0.8,5.08766190466691
1.01,7.738,23.057,28610.56,259.551,1.74,467.568,7.6,0.6,1073844.0,5352837.6,140768.0,439028.0,42.4,0.0,16673.2,40.0,4.6,0.8,5.404513591044658
0.98,6.403,28.816,9765.888,252.614,1.75,449.649,8.6,0.4,1250298.4,5285082.4,140778.4,442828.8,21.6,89166.4,14943.2,37.2,5.2,1.2,6.074232171009377
1.2,7.762,21.554,15075.328,323.403,1.32,629.287,8.0,0.2,1073404.0,5505882.4,140788.0,440310.4,25.6,0.0,16170.8,43.6,5.2,0.8,6.0939113500759685
1.08,8.017,26.962,12024.832,296.783,1.6,553.339,6.6,0.2,1173220.8,5741976.0,140788.0,441130.4,11.2,40913.6,15898.6,38.6,6.0,0.6,5.117304196834157
1.22,7.696,20.15,10333.184,312.15,1.4,634.483,8.6,0.0,1072163.2,5792220.8,140792.0,441079.2,7.2,0.0,16274.6,47.0,5.4,0.6,5.693179799576676
1.11,7.79,24.44,21616.64,352.954,1.24,438.257,7.6,0.0,1071600.0,6228611.2,140804.0,440688.0,12.8,0.0,16491.4,40.0,5.8,0.4,5.880391130260392
1.08,7.039,21.499,16876.544,311.052,1.28,429.92,7.8,0.0,1071644.0,6384572.8,140806.4,450296.0,5.6,0.0,15697.0,42.0,4.0,0.6,6.842566460812785
0.48,7.425,27.582,1251.328,154.309,2.7,206.882,7.4,0.0,1071592.8,6550513.6,140808.0,442763.2,34.4,24.8,16077.4,49.6,5.0,0.8,6.344099145717721
0.6,5.398,50.524,34001.92,193.826,1.95,253.63,6.2,0.0,1290047.2,295584.8,58136.0,361164.8,1634.4,114680.0,16259.2,19.2,5.4,3.8,7.182347417591575
0.62,8.15,33.805,60223.488,210.59,2.16,273.821,5.2,0.0,1070588.0,3194324.0,76865.6,390707.2,566.4,0.0,16557.6,28.2,6.4,1.2,4.63124570743378
0.68,7.538,30.093,34463.744,228.165,2.14,296.096,7.2,0.2,1088140.0,2841360.0,36756.0,270372.8,90.4,4564.8,15724.2,27.0,6.2,1.4,5.611118810883853
0.66,7.733,27.094,40431.616,209.594,2.08,277.116,5.0,0.2,1091696.0,3812969.6,94994.4,374544.8,76.0,0.0,16009.6,26.2,9.0,1.4,4.791164740967674
0.66,8.318,19.196,45205.504,216.18,2.12,283.197,6.2,0.2,1086336.0,4393080.0,126752.0,382229.6,77.6,0.0,15989.0,28.2,7.6,1.0,4.714963381727506
0.69,8.097,14.532,34145.28,219.726,1.96,282.49,6.8,0.0,1086060.0,3347838.4,136777.6,393659.2,21.6,0.0,16610.8,26.0,7.4,1.2,5.040610909361716
0.66,6.864,24.563,29539.328,228.648,1.87,291.925,5.6,0.4,1334129.6,2844011.2,140142.4,391319.2,226.4,123632.0,16038.8,23.6,8.0,1.8,5.630291011971488
0.66,8.697,17.483,48541.696,215.862,2.16,283.474,5.4,0.6,1082399.2,4593754.4,141332.8,398639.2,16.8,0.0,17511.8,25.6,9.0,1.4,4.289694658414585
0.64,8.59,21.02,42883.072,204.91,2.29,269.234,7.6,0.0,1081884.0,5194588.0,141932.8,399720.0,81.6,0.0,16988.0,25.6,7.4,1.0,4.390002868987701
0.66,8.308,24.234,40397.824,209.269,2.2,276.284,6.0,0.6,1081716.8,4778212.8,142258.4,399209.6,23.2,0.0,16618.6,28.2,7.4,1.4,4.346334389623651
0.62,8.582,25.77,49124.352,196.875,2.31,254.568,5.6,0.2,1080862.4,4743364.8,142506.4,398021.6,21.6,0.0,16969.0,28.2,7.2,1.4,4.581505187789964
0.77,8.161,28.566,48636.928,179.805,2.34,378.905,5.8,0.4,1080499.2,4055324.0,142554.4,403909.6,2.4,0.0,15691.8,32.0,6.0,0.8,5.112180929354695
0.74,7.856,32.674,41812.992,161.419,2.69,340.74,6.8,0.4,1080100.8,4134609.6,142579.2,401921.6,7.2,0.0,15876.2,29.6,8.2,1.2,4.922788522905121
0.77,8.293,30.023,42502.144,174.171,2.59,380.67,7.6,0.2,1080004.8,4303901.6,142596.0,406121.6,3.2,0.0,16848.4,29.4,7.6,1.0,4.473133051573341
0.91,8.318,33.176,33420.288,190.72,2.45,491.344,6.2,0.4,1079728.0,3929212.0,142608.8,409588.0,36.8,0.0,16441.0,31.6,6.4,0.4,4.321479419193941
1.05,8.577,37.692,17392.64,236.786,2.02,549.275,6.4,0.0,1079294.4,4060025.6,142637.6,409372.8,16.0,0.0,16885.0,39.2,6.8,1.2,4.127731329814719
0.96,8.387,46.207,30896.128,212.812,2.24,508.088,7.0,0.0,1078861.6,4336304.0,142659.2,407970.4,3.2,0.0,16152.8,34.2,5.0,0.2,4.24474566352342
0.91,7.822,41.462,26212.352,191.39,2.33,468.073,7.2,0.0,1102908.0,4204596.8,142670.4,405068.8,1.6,23684.8,17268.2,35.0,6.8,2.4,4.85920925387687
0.96,7.967,28.889,28967.936,213.561,2.13,464.836,8.6,0.4,1075710.4,5024572.8,142687.2,409549.6,9.6,0.0,15139.2,35.6,6.2,0.4,4.240319954792547
0.98,7.947,25.018,28959.744,215.38,1.95,438.625,6.8,0.0,1075431.2,5218891.2,142711.2,409938.4,8.0,0.0,15902.4,36.0,7.6,1.2,5.207461822364066
1.05,8.704,14.988,26183.68,248.389,1.73,504.336,7.8,0.0,1075030.4,5330465.6,142731.2,411606.4,90.4,0.0,18039.0,32.0,9.6,1.8,4.918905661294335
1.12,8.395,18.774,20669.44,285.469,1.56,577.304,8.0,0.6,1074948.8,5445852.0,142740.8,405949.6,14.4,0.0,16791.2,32.8,7.8,1.0,4.716502879193033
1.2,8.708,16.276,17585.152,317.554,1.36,643.054,6.6,0.2,1074758.4,5387520.0,142756.0,410642.4,4.0,0.0,16925.2,34.6,8.2,1.2,4.7685667552356215
0.83,7.733,28.132,23916.544,224.229,1.98,385.947,6.6,0.2,1288884.8,5818392.8,142769.6,409620.0,76.8,83576.8,16625.8,27.0,6.8,2.8,4.825487612910124
1.22,7.618,21.03,12445.696,293.027,1.36,624.242,6.0,0.4,1074246.4,5684254.4,142788.8,411817.6,3.2,0.0,15766.4,39.2,6.4,1.0,5.332011132902098
1.07,7.962,34.312,14822.4,272.713,1.6,547.791,7.2,0.2,1086020.0,5894090.4,142808.8,412840.8,15.2,12113.6,17099.8,34.2,8.4,2.2,5.007341367389084
1.02,8.053,33.773,21567.488,330.304,1.39,384.214,6.4,0.4,1101176.0,6263758.4,142835.2,418575.2,4.0,26743.2,17059.8,34.0,7.0,1.6,4.605133778854816
0.91,8.221,26.344,20131.84,270.051,1.7,437.833,7.4,0.2,1073208.0,6419302.4,142865.6,414974.4,8.0,0.0,16623.6,39.6,7.0,1.4,5.190988140668158
0.36,9.532,25.925,943.508,148.114,3.43,207.819,7.2,0.6,1073464.0,6621180.0,142878.4,418001.6,1.6,51.2,18620.8,44.2,7.2,1.2,3.709344355107537
0.58,6.691,47.195,30565.376,189.352,2.29,258.241,6.2,1.0,1255000.0,1354749.6,36136.0,256569.6,8736.8,74320.0,16299.0,16.0,4.0,3.2,6.327403748588723
0.57,7.207,35.874,29799.424,177.771,2.33,244.932,5.2,0.2,1203652.8,1917592.8,13240.0,210392.0,38535.2,44876.8,17860.6,18.6,5.8,5.8,6.446847085922029
0.63,8.196,38.833,46381.056,217.192,1.99,288.622,6.8,0.2,1121232.8,3422220.8,82488.8,277660.0,251.2,1844.0,16801.6,19.2,6.8,1.8,4.426635411392718
0.56,8.01,33.155,54237.184,186.384,2.25,245.881,6.6,0.2,1116629.6,3759739.2,114147.2,307731.2,228.8,0.0,15741.8,22.0,7.2,1.0,4.538139549734735
0.58,7.755,36.081,57402.368,192.118,2.46,253.936,8.2,0.2,1105519.2,4519528.0,126827.2,329122.4,1767.2,0.0,15511.8,26.2,6.8,1.4,4.407678807482999
0.65,7.863,33.723,38552.576,180.663,2.34,293.514,6.8,0.2,1098812.0,2435611.2,131900.8,356483.2,135.2,0.0,15386.4,24.8,7.6,1.4,4.558485510863794
0.57,8.313,20.015,52122.624,174.11,2.44,247.822,6.6,0.0,1097685.6,4195052.0,133908.8,361970.4,48.8,0.0,15886.6,23.4,8.2,1.4,4.340612542802009
0.57,8.667,16.265,46516.224,184.442,2.43,245.307,6.4,0.0,1096200.8,4329352.8,134712.0,365312.8,18.4,0.0,16562.8,22.2,9.0,2.2,3.987872433995534
0.58,7.266,33.754,49841.152,177.669,2.21,232.756,6.4,0.2,1095023.2,4862445.6,134972.0,363184.8,16.0,0.0,15247.0,26.2,8.0,1.6,4.877221012037881
0.6,6.13,38.706,25252.864,189.756,2.14,248.959,6.6,0.2,1346259.2,3518498.4,135072.8,362896.0,24.0,118143.2,14184.6,20.4,8.2,2.8,5.183846969076963
0.61,8.228,40.484,50210.816,176.608,2.59,280.918,7.2,0.2,1092775.2,4745123.2,135138.4,372533.6,88.8,0.0,15890.8,23.0,7.4,0.8,3.925464725119414
0.73,8.966,17.839,48110.592,153.471,3.04,407.427,6.2,0.0,1092560.8,3938592.0,135210.4,375816.8,32.0,0.0,17861.2,26.8,8.4,1.4,3.756864072388998
0.47,1.536,22.0,20936.704,72.663,1.8,90.089,10.4,1.0,1091071.2,3575816.0,135236.8,352095.2,32.8,0.0,2179.6,18.8,9.4,4.0,22.395683758294407
0.51,2.029,20.309,17181.696,82.638,1.86,105.309,8.6,0.4,1090691.2,3937337.6,135240.0,350367.2,46.4,0.0,3561.8,21.8,9.6,3.2,15.775293425509805
0.64,7.376,13.234,37799.936,138.165,2.79,281.671,5.2,0.0,1090261.6,4598720.8,135252.0,383049.6,22.4,0.0,15443.6,26.8,9.6,1.4,5.2657238418900905
0.87,7.544,13.1,22949.888,148.742,2.62,426.879,5.6,0.4,1089931.2,4125881.6,135272.0,387640.8,7.2,0.0,16067.6,31.0,10.6,2.0,4.973793821216124
0.93,6.871,12.938,14675.968,142.391,2.4,421.524,6.2,0.0,1089749.6,3997473.6,135283.2,383774.4,15.2,0.0,13373.6,35.8,9.0,2.4,5.903529181269001
0.84,6.839,15.476,27470.848,129.742,2.79,388.41,4.8,0.2,1089313.6,4326521.6,135288.0,383468.8,128.0,0.0,14240.0,32.0,9.8,1.8,5.329562888026662
0.99,8.195,13.779,32338.944,210.262,1.94,445.98,4.6,0.4,1085386.4,5112210.4,135290.4,390592.0,1297.6,0.0,17385.0,29.4,9.8,2.2,4.617340392067179
1.06,9.023,14.451,30196.736,249.608,1.78,525.532,5.8,0.0,1084298.4,4896795.2,135820.8,416206.4,100.0,0.0,16926.0,27.0,8.0,1.0,4.0353826400808215
0.91,7.122,17.78,18910.208,235.708,1.74,422.393,6.8,0.2,1684856.8,5073964.0,135831.2,420536.8,29.6,136135.2,14946.2,21.0,9.2,2.2,4.85859330701287
1.01,6.946,15.279,20807.68,216.879,1.76,445.439,6.6,0.0,1072324.0,5439935.2,135842.4,420467.2,4.0,0.0,15217.8,28.6,9.8,2.0,5.312239205129808
1.01,5.904,15.026,20530.176,185.254,1.72,403.782,6.6,0.4,1072068.0,5456941.6,136252.0,419180.8,8.8,0.0,12888.0,32.8,8.8,2.4,6.766183381694165
1.23,8.102,12.482,15157.248,293.985,1.38,655.094,7.2,0.2,1071658.4,5562388.8,136264.0,420701.6,96.8,0.0,16472.2,33.4,9.2,2.0,4.464386118408112
1.26,8.33,13.823,18274.304,284.323,1.36,673.633,6.0,0.0,1070640.0,5699229.6,136284.8,420962.4,11.2,0.0,17084.0,36.4,8.8,2.2,4.660241984207806
1.14,8.139,13.695,26204.16,331.039,1.24,497.538,4.6,0.0,1069974.4,6094303.2,136289.6,422948.8,20.0,0.0,16630.2,28.8,10.2,1.0,4.4895773969786
0.85,7.258,21.527,16812.032,264.219,1.69,294.253,5.8,0.0,1157849.6,6182954.4,136304.0,424627.2,0.0,97748.0,15819.4,22.2,10.8,3.0,4.190269550243458
0.95,7.476,23.154,18073.6,261.272,1.53,380.791,7.0,0.0,1086266.4,6395104.0,136316.0,424298.4,11.2,57919.2,16009.6,26.4,10.4,3.2,4.691707882709533
0.26,10.113,11.217,1091.584,119.025,4.18,173.812,6.2,0.0,1069772.0,6593604.8,136342.4,427460.0,8.0,47.2,20245.6,40.6,9.2,1.8,3.44882537881282
0.71,6.42,17.956,41657.344,232.397,1.79,297.921,8.4,1.6,1113829.6,866181.6,87012.8,365140.0,76.0,40140.8,16737.4,27.8,3.2,1.6,9.190553910516854
0.68,6.701,18.588,44533.76,215.866,2.01,279.181,9.4,0.2,1085144.8,1677233.6,83754.4,326442.4,224.8,1598.4,15861.2,31.4,4.2,0.8,7.558016705691369
0.68,7.102,15.592,46727.168,204.705,2.12,264.009,7.0,1.0,1140646.4,2293918.4,72732.0,334384.8,391.2,0.0,15823.0,32.0,5.2,1.0,7.374642814992393
0.73,6.749,15.809,39545.856,224.351,1.86,290.863,8.6,0.2,1118350.4,1701275.2,86987.2,341285.6,412.0,0.0,15037.6,34.0,4.4,0.8,8.611539971301287
0.76,7.646,13.823,34573.312,233.103,1.9,305.885,7.8,0.0,1116302.4,2020316.0,121440.0,339739.2,211.2,0.0,16565.6,31.6,4.8,0.6,7.273423743970466
0.61,4.276,18.559,32684.032,136.316,2.09,174.607,9.8,0.0,1114408.0,3523978.4,132108.0,332856.8,180.8,0.0,8954.2,36.2,2.4,0.8,13.487862689154488
0.74,4.695,20.515,19287.04,182.327,1.75,234.69,10.0,0.2,1112667.2,3372498.4,134968.0,331160.8,33.6,0.0,8754.4,37.6,5.6,1.6,11.127720958447854
0.61,5.239,16.626,40853.504,160.109,2.0,203.94,9.6,0.4,1102171.2,3754984.8,137593.6,346402.4,3711.2,0.0,8860.6,35.6,3.0,1.0,9.563547952703692
0.7,5.945,20.71,25942.016,198.429,2.2,256.226,9.0,0.4,1154181.6,2157643.2,139349.6,360507.2,6.4,37776.8,15098.2,32.6,4.8,1.0,8.015602389387837
0.63,5.606,17.315,37057.536,166.848,2.06,213.674,8.4,0.2,1095552.0,3149951.2,139841.6,360054.4,13.6,0.0,12517.6,34.0,3.4,0.4,10.076412232984014
0.65,4.562,20.105,24813.568,157.096,2.07,203.592,9.8,0.0,1095077.6,2901348.8,140220.8,366579.2,55.2,0.0,9267.2,36.6,3.4,0.6,11.857606868932743
0.73,6.011,16.305,30128.128,209.818,1.81,269.029,10.0,1.0,1092992.8,4357799.2,140380.0,381767.2,101.6,0.0,13519.4,37.0,3.6,0.2,9.520783878508068
0.71,6.89,15.781,34699.264,210.137,1.95,270.09,9.4,0.6,1090879.2,4158619.2,140632.0,396492.8,876.8,0.0,14625.8,34.2,4.2,0.8,8.193276944707652
0.74,6.733,18.936,32520.192,218.817,1.87,280.597,8.8,0.6,1077050.4,4864032.0,140648.0,402055.2,71.2,0.0,14674.2,36.4,4.6,0.8,8.049235869479437
0.75,6.192,14.531,21672.96,203.474,1.85,259.54,8.6,0.2,1076948.0,4459335.2,140688.8,396918.4,31.2,0.0,13363.4,37.8,3.2,0.4,8.734324930708192
0.7,6.129,15.86,30919.68,193.945,1.94,249.206,9.2,0.2,1074568.8,5020003.2,140696.8,403727.2,9.6,0.0,13396.4,37.0,4.0,0.8,8.781245302839825
0.74,7.189,13.735,28785.664,224.098,2.03,289.432,9.8,0.2,1074129.6,5409487.2,140705.6,406924.8,20.0,0.0,14919.2,37.2,4.4,0.2,6.5698278577704174
0.77,7.18,16.842,31838.208,218.111,2.04,307.319,9.4,0.8,1073814.4,5184591.2,140718.4,407927.2,4.0,0.0,15961.6,38.2,5.0,0.2,6.554774769016953
0.81,7.38,15.198,29217.792,202.45,2.17,350.586,8.6,0.2,1073712.8,5050912.8,140776.8,405673.6,35.2,0.0,15884.4,37.8,3.8,0.4,7.0788618528618
0.88,7.117,14.699,25426.944,195.951,2.39,407.001,8.0,0.0,1073269.6,5069494.4,141024.8,415321.6,28.8,0.0,15744.2,38.4,3.8,0.2,6.821832830452946
0.91,7.126,20.096,19297.28,191.742,2.19,400.841,8.8,0.2,1072856.8,4906664.0,141128.0,417678.4,32.0,0.0,14538.8,40.4,5.4,0.8,7.21338194056395
0.89,6.526,18.606,18957.312,189.521,2.08,383.496,8.0,0.0,1072912.0,5101359.2,141132.0,415127.2,8.0,0.0,14373.2,44.2,2.8,0.4,8.876504898071289
0.89,7.258,19.273,16173.056,209.417,2.16,386.346,10.0,0.2,1072656.0,5569537.6,141144.0,421070.4,20.0,0.0,14505.4,43.2,4.4,0.6,6.469764112783224
1.0,5.974,21.551,14671.872,227.895,1.72,414.518,8.2,0.2,1072400.0,5659638.4,141145.6,418489.6,64.0,0.0,12783.4,42.6,4.2,0.6,8.317390526548007
1.12,6.448,18.489,12076.032,282.323,1.39,538.951,8.2,0.4,1072144.0,5706782.4,141151.2,416214.4,20.0,0.0,14921.2,46.4,3.6,0.6,7.724450515197204
1.11,6.948,16.467,9507.84,279.607,1.46,523.336,8.4,0.2,1071990.4,6011291.2,141152.8,418320.8,14.4,0.0,14011.6,41.8,5.6,0.2,7.904078144776193
1.07,6.264,15.528,9620.48,249.777,1.47,467.985,7.4,0.0,1071632.0,6122235.2,141172.0,420980.8,12.0,0.0,15143.8,46.8,3.4,0.0,9.1098389603842
0.91,5.694,18.23,13937.664,239.402,1.49,259.634,8.0,0.2,1071376.0,6434642.4,141176.0,422826.4,11.2,0.0,12339.4,42.0,4.8,0.6,9.679602656717083
0.56,7.103,17.018,907.593,172.472,2.44,227.0,7.6,0.6,1069952.0,6589544.8,141180.0,419261.6,0.0,30.4,15683.6,49.8,5.0,0.6,7.243352184272591
0.62,5.668,22.633,40546.304,180.656,2.19,233.926,8.0,0.0,1073349.6,1108056.8,113540.8,373884.8,24.8,3462.4,13711.8,29.8,6.0,1.4,7.741106710126323
0.63,6.5,19.369,44334.08,195.174,2.12,252.791,8.2,1.0,1095711.2,1591136.0,58448.8,330674.4,24.0,4976.0,14484.4,25.6,7.6,0.8,7.487114597944434
0.64,6.282,17.54,42120.192,196.938,2.02,254.151,8.8,0.0,1146862.4,1489638.4,63704.8,315464.0,154.4,997.6,14371.2,31.2,6.0,1.2,7.531646208547468
0.64,6.303,15.123,43101.184,183.61,2.03,237.078,7.8,0.0,1150680.8,2036008.8,62265.6,302328.8,236.8,0.0,13812.8,29.8,6.4,1.2,8.301758667245446
0.72,6.764,14.488,31687.68,210.933,1.91,275.764,9.8,0.2,1142898.4,1881708.8,105117.6,341320.8,293.6,0.0,14814.4,33.2,7.0,1.0,6.73039112026844
0.72,7.297,14.027,36066.304,223.211,1.95,293.825,7.8,0.4,1119244.0,3074720.0,122124.8,346907.2,3372.0,0.0,15611.6,28.6,5.8,1.0,6.751376229363519
0.71,6.413,16.939,30033.92,201.78,1.85,262.073,8.0,0.0,1099788.0,2805226.4,129560.8,372031.2,27.2,0.0,13793.0,34.6,5.4,1.2,7.839129641165142
0.71,6.897,16.825,34065.408,207.848,1.98,268.328,7.0,0.6,1099532.0,4407236.0,132620.0,371633.6,16.8,0.0,14715.6,32.8,6.0,0.8,6.215363400499893
0.69,6.733,16.571,34768.896,198.934,2.04,259.662,6.2,0.8,1096460.0,3664378.4,133943.2,385823.2,122.4,0.0,14336.4,32.2,5.2,0.8,6.828694245809846
0.7,5.951,20.191,29471.744,198.711,1.96,259.42,8.6,0.2,1095436.0,3115196.0,134731.2,387372.0,21.6,0.0,12055.0,32.4,5.4,0.6,7.195667344696668
0.72,7.865,15.65,36917.248,225.814,1.94,294.178,8.6,0.0,1095180.0,4471149.6,134899.2,394544.8,25.6,0.0,16445.0,33.0,6.4,0.6,6.030784526341399
0.69,7.148,19.433,32563.2,199.808,2.14,258.537,7.6,0.0,1094668.0,4790092.8,134972.0,394532.0,79.2,0.0,16113.4,31.8,6.0,1.2,5.896990278125864
0.7,7.155,21.944,32148.48,205.351,2.08,267.646,5.8,0.2,1094668.0,5048206.4,134991.2,390428.8,9.6,0.0,14978.4,33.8,5.8,1.2,5.921345218839381
0.68,5.287,29.852,17579.008,191.268,2.19,248.255,9.2,0.0,1207109.6,3777856.0,135480.0,407517.6,131.2,66728.0,12313.8,33.0,4.8,1.6,7.542796769932885
0.68,6.614,28.895,31287.296,187.117,2.17,242.808,8.2,0.0,1083877.6,5653247.2,135491.2,410166.4,4.0,0.0,13945.4,34.4,5.2,0.8,6.214039807492587
0.68,6.749,19.531,28240.896,191.699,2.24,249.714,7.4,0.8,1082317.6,5482710.4,135505.6,433121.6,57.6,0.0,13621.0,35.8,4.2,0.8,5.886810216632277
0.69,6.832,14.903,38108.16,206.745,1.94,265.992,7.2,0.2,1082195.2,5107321.6,135526.4,424087.2,6.4,0.0,14646.4,32.2,5.8,1.0,6.963445472938813
0.74,7.387,12.816,29757.44,185.224,2.32,312.051,5.8,0.0,1081883.2,4994757.6,135532.0,436005.6,5.6,0.0,16310.8,35.0,5.4,0.8,5.888264165177561
0.75,6.414,18.283,28676.096,172.526,2.16,288.795,8.2,0.2,1081489.6,5226400.8,135536.0,438253.6,15.2,0.0,13373.6,34.0,5.8,0.8,7.759928085643392
0.75,6.758,15.572,26158.08,161.842,2.41,296.218,7.4,0.0,1076717.6,5324768.8,135548.0,434247.2,103.2,0.0,14445.6,34.6,6.2,0.8,6.897943301808547
0.96,7.522,14.549,21308.416,222.999,1.9,428.186,7.6,0.0,1076566.4,5169675.2,135548.0,436524.8,0.0,0.0,15225.0,38.8,7.0,0.8,6.377398714106134
0.88,5.935,15.692,15138.816,232.101,1.62,358.61,7.2,0.2,1681756.0,5079340.8,135548.0,433293.6,11.2,151518.4,13398.4,32.6,5.6,1.8,8.86645401723286
0.91,6.713,14.324,22006.784,214.133,1.86,377.376,8.6,0.2,1069034.4,5659933.6,135557.6,439184.0,116.8,0.0,13909.0,37.8,5.4,0.6,7.529746633551201
1.11,7.905,13.863,14141.44,273.896,1.6,537.479,6.6,0.8,1068984.0,5590408.0,135564.0,441234.4,0.8,0.0,16454.4,38.8,5.6,0.8,5.325168821546766
1.15,8.029,16.064,11467.776,298.384,1.43,585.726,6.8,0.2,1068728.0,5663248.8,135572.8,440540.8,3.2,0.0,16995.4,41.0,6.4,1.0,5.679406522573511
1.17,8.159,13.321,11770.88,297.503,1.52,618.927,7.0,0.4,1068204.8,5899328.8,135580.8,436451.2,20.0,0.0,17914.8,42.4,6.4,0.8,5.479300979280123
1.1,7.5,15.949,14860.288,326.985,1.26,433.501,9.8,0.0,1067752.0,6204322.4,135586.4,434308.0,0.8,0.0,16691.8,40.4,5.8,1.0,6.497147282179877
1.05,7.426,17.713,19012.608,308.817,1.36,427.579,7.6,1.0,1067752.0,6372087.2,135600.0,444307.2,7.2,0.0,15860.8,37.4,5.6,0.4,6.352173308678927
0.5,8.231,18.151,1183.744,165.943,2.75,223.748,8.0,0.0,1067752.0,6576038.4,135605.6,437705.6,18.4,48.8,17497.8,48.6,6.8,1.0,5.577597507210665
0.59,5.627,54.622,26790.912,181.518,2.41,243.595,10.4,0.6,1234147.2,187644.8,32460.8,286605.6,5442.4,92586.4,16470.6,16.8,2.6,4.4,7.521321513272887
0.62,6.512,63.378,25518.08,182.005,2.02,246.11,7.8,0.2,1329927.2,293768.8,31992.8,320068.8,7557.6,70111.2,15924.8,23.6,5.0,6.6,7.192539082442542
0.66,6.631,43.67,28422.144,216.28,2.49,287.38,8.0,0.0,1192591.2,1053800.0,42492.8,313649.6,1962.4,27276.8,14909.8,25.8,5.8,2.0,6.332404006748542
0.66,8.212,36.079,48734.208,218.539,2.1,291.881,7.0,0.8,1134248.0,3776477.6,93252.8,345314.4,1591.2,0.0,16340.0,26.0,7.0,1.6,4.399103184264107
0.67,8.126,41.675,50152.448,230.984,2.11,303.049,6.8,0.0,1125396.0,4680956.0,125671.2,356153.6,322.4,0.0,15938.0,27.4,6.8,1.0,4.241122889215235
0.68,8.204,55.624,46954.496,228.307,2.09,303.102,6.6,0.0,1124428.8,4119817.6,136840.0,356111.2,100.0,0.0,15408.2,26.6,6.0,0.4,4.122224951937436
0.67,8.055,38.02,46104.576,220.645,2.16,292.23,8.2,0.2,1121527.2,4274340.0,140117.6,366767.2,71.2,0.0,15784.0,29.4,6.4,0.8,4.163223807392558
0.66,7.539,40.342,40292.352,200.965,2.13,262.296,6.8,0.0,1120081.6,5126469.6,141191.2,365033.6,184.0,0.0,15476.2,26.4,6.6,0.8,4.897590753983478
0.69,7.546,35.079,25901.056,203.642,2.23,267.679,7.0,0.0,1115819.2,4020068.0,141598.4,371142.4,3036.8,0.0,14710.0,28.6,5.2,0.4,4.391593772882611
0.76,8.247,23.775,22872.064,202.786,2.22,325.557,6.4,0.8,1103765.6,3836213.6,141725.6,371025.6,8.0,0.0,17124.0,28.4,8.4,1.6,4.479499853958107
0.65,5.708,36.545,23468.032,212.955,1.87,276.023,7.6,0.0,1401562.4,3379375.2,141765.6,373685.6,31.2,138836.8,14221.6,25.2,7.0,2.0,6.1607502813946295
0.73,5.784,43.091,18646.016,205.002,2.08,335.63,6.8,0.0,1602900.0,2781211.2,141780.0,372479.2,6.4,165821.6,13695.8,27.0,6.6,2.4,6.078390514149386
