ipc,context_switches(K/s),cpu_migrations(/s),page_faults(/s),branches(M/s),branch_misses(%),L1_dcache_loads(M/sec),r_procs,b_procs,swap(KB),free(KB),buffers(KB),cached(KB),swap_in(KB/s),swap_out(KB/s),interrupts(/s),user_time(%),idle_time(%),iowait_time(%),avg-latency(ms)
0.62,7.173,18.103,34086.912,171.802,2.37,226.928,6.4,0.4,1097158.4,5098501.6,141783.2,375443.2,59.2,0.0,15824.8,27.8,8.6,1.6,5.259331067403157
0.65,5.644,21.94,18980.864,193.495,2.0,248.913,6.2,0.8,1362911.2,4052194.4,141797.6,373569.6,40.8,119650.4,13336.8,24.2,7.6,2.8,6.446427030113123
0.75,6.393,15.773,19921.92,143.652,2.6,289.359,7.2,0.2,1095932.0,4215273.6,141815.2,373624.8,4.8,0.0,13045.8,33.0,8.0,1.2,6.01968674387114
0.77,8.157,18.526,35424.256,169.016,2.53,378.37,7.6,0.0,1095333.6,4617218.4,141829.6,378310.4,121.6,0.0,16626.8,27.2,8.6,1.0,5.022294152231895
0.81,8.249,14.529,28957.696,152.434,2.78,407.7,8.0,0.2,1095040.0,4226632.0,141836.0,382514.4,92.0,0.0,17322.4,30.4,9.4,1.0,4.857528731347676
0.85,7.809,25.626,28122.112,160.59,2.7,434.336,7.4,0.2,1094672.8,4312171.2,141853.6,380196.0,3.2,0.0,16268.0,35.8,6.8,0.8,4.7408765483750654
0.95,7.37,28.046,22440.96,197.293,2.1,445.925,9.0,0.0,1082744.0,4431336.0,141925.6,400306.4,44.8,0.0,15631.4,32.2,7.4,0.8,5.301697290017477
0.84,7.279,22.816,28912.64,171.506,2.36,404.961,6.2,0.6,1072449.6,4806017.6,142073.6,400000.0,14.4,8498.4,15779.4,31.0,8.2,1.2,5.643752284516069
1.0,6.604,18.717,17511.424,201.303,1.81,419.07,6.8,0.6,1049658.4,5020684.0,142140.8,400526.4,48.0,0.0,14468.4,38.6,7.0,0.8,6.33823317150737
0.97,7.515,16.735,23317.504,218.068,1.85,428.331,7.0,0.2,1049412.0,5436563.2,142225.6,411814.4,42.4,0.0,15619.2,33.4,8.4,1.4,5.154479615057458
1.14,8.606,13.886,17837.056,287.896,1.52,595.413,7.2,0.0,1049316.0,5525032.8,142232.8,411979.2,9.6,0.0,17460.4,34.4,8.8,1.6,4.716714848504116
1.24,8.217,12.906,11035.648,305.616,1.38,674.248,6.8,0.4,1048878.4,5311754.4,142240.0,410938.4,3.2,0.0,16583.8,39.8,8.0,1.8,4.762797363232732
1.31,7.926,16.015,5987.328,302.923,1.37,703.613,7.0,0.0,1048470.4,5548463.2,142248.0,412087.2,79.2,0.0,16592.6,41.2,8.4,2.0,5.028073619676116
1.09,8.08,15.108,19233.792,267.777,1.56,559.841,6.4,0.6,1048422.4,5852155.2,142556.0,417330.4,0.0,0.0,16408.2,37.0,8.2,1.6,5.013556384721328
1.09,7.734,16.987,23611.392,329.527,1.27,396.055,5.6,0.0,1048576.0,6215006.4,142564.0,410304.8,0.0,0.0,16202.0,36.0,6.8,1.2,4.971248395802765
0.96,6.058,37.531,15191.04,254.013,1.46,358.103,6.6,0.8,1083505.6,6382751.2,142564.0,408991.2,11.2,44377.6,14714.8,33.8,7.8,3.0,6.627125766395864
0.36,8.068,13.394,1138.688,126.123,3.35,174.119,6.0,0.2,1047987.2,6570412.8,142564.0,415012.0,63.2,39.2,16982.2,43.4,7.2,1.4,4.869023507291621
0.49,4.588,42.297,27454.464,147.793,2.19,192.445,6.6,0.0,1252472.0,294115.2,51650.4,341304.8,448.8,116439.2,14580.8,15.0,5.4,5.0,7.532820030672466
0.48,5.728,41.905,15890.432,146.005,2.87,210.568,8.8,0.8,1280148.0,111676.0,22955.2,255426.4,34443.2,97610.4,16467.8,9.2,4.2,9.2,8.999684551456669
0.62,7.989,21.478,38100.992,203.718,2.01,273.544,5.8,0.2,1138104.8,3327481.6,28399.2,259021.6,1030.4,4601.6,16243.0,18.2,7.4,2.4,4.991608793590587
0.61,7.979,21.217,44432.384,193.268,2.24,258.236,6.6,0.2,1122741.6,4335709.6,94984.0,310636.8,284.0,0.0,15709.8,19.8,7.6,1.4,4.355780087238134
0.59,7.916,15.68,45512.704,192.595,2.19,254.337,6.4,0.0,1105692.0,3722312.8,122549.6,327460.8,1968.8,0.0,16093.2,22.2,7.8,2.0,4.3920202458158455
0.6,8.393,16.895,46984.192,197.053,2.29,261.681,4.4,0.0,1103336.8,4087013.6,133806.4,333776.0,103.2,0.0,16259.8,26.0,9.2,1.8,4.03672147680212
0.56,7.648,20.935,44656.64,171.728,2.69,229.016,6.6,1.0,1102415.2,4023308.0,138633.6,338976.8,40.0,0.0,15560.8,23.6,6.8,1.8,4.6917073230415065
0.66,6.683,23.558,24561.664,230.262,1.76,298.906,6.4,1.4,1764592.0,3032381.6,140115.2,346222.4,190.4,187984.0,14258.4,18.4,8.4,2.8,5.258689428630628
0.57,8.583,17.38,42286.08,178.834,2.51,237.362,6.4,0.6,1097336.8,5151687.2,141154.4,351779.2,2464.0,0.0,16131.6,23.6,8.4,1.8,4.404047497224493
0.62,7.67,22.02,47285.248,158.263,2.54,270.613,5.4,0.4,1093572.8,3992210.4,141615.2,379836.0,14.4,0.0,15168.6,25.0,8.0,1.4,4.853812885670527
0.83,8.182,20.624,25231.36,165.255,2.49,398.726,6.4,0.0,1092156.0,3354035.2,141773.6,382598.4,14.4,0.0,17054.2,28.2,9.4,2.0,4.3613784096457735
0.63,6.204,54.176,23847.936,194.499,2.15,287.465,5.2,1.2,1594550.4,3043585.6,141812.8,381368.8,44.8,177773.6,14894.6,18.4,6.8,2.6,4.843282969202094
0.93,8.045,36.071,22486.016,149.085,2.67,487.44,6.2,0.6,1084577.6,2963961.6,141843.2,385561.6,71.2,0.0,14931.8,34.0,7.8,1.0,4.695394536951087
0.91,8.6,38.882,39048.192,176.455,2.59,534.938,6.6,1.0,1085056.0,3426870.4,141868.0,385520.8,15.2,0.0,16964.2,34.4,8.0,1.6,3.8267073543039793
0.86,7.483,44.917,23954.432,244.666,1.83,453.632,6.4,0.4,1674296.0,3795590.4,141888.0,382359.2,5.6,184485.6,14521.4,24.6,7.6,2.0,4.272594676218285
0.94,8.053,40.158,36852.736,195.917,2.26,508.189,5.2,0.2,1082880.8,4239788.0,141900.8,384049.6,57.6,0.0,16480.6,35.4,7.4,1.2,3.9415705917227983
1.03,8.338,48.692,28261.376,227.277,1.99,510.872,7.4,0.2,1083172.0,4020896.8,142216.0,393330.4,16.0,0.0,15955.8,33.2,7.6,1.0,3.780117691165269
0.97,7.822,52.903,35650.56,203.651,2.07,466.637,5.4,0.0,1082916.0,4558868.0,142250.4,387995.2,27.2,0.0,15424.8,35.4,6.0,1.6,4.201664653957183
0.96,7.163,89.727,25263.104,207.868,2.11,473.02,5.6,0.2,1136261.6,4415516.0,142252.0,392386.4,6.4,40253.6,15691.0,30.8,5.4,1.6,4.383695849381665
1.2,8.04,62.077,33410.048,285.543,1.42,654.979,6.8,0.0,1075668.0,4910400.0,142262.4,397323.2,8.0,0.0,15314.0,40.8,6.4,1.2,4.599451195342854
1.22,7.826,46.012,24496.128,294.588,1.44,655.867,8.0,0.0,1075523.2,5224805.6,142268.0,391961.6,22.4,0.0,15437.8,35.4,5.6,0.8,4.186855338821037
1.15,7.864,22.58,20803.584,290.676,1.34,585.806,5.6,0.0,1075422.4,5301046.4,142290.4,391961.6,6.4,0.0,15624.8,32.4,7.6,1.6,4.819258232975312
1.22,7.581,35.463,18226.176,294.107,1.35,651.759,6.0,0.2,1073056.0,5448940.0,142300.0,401230.4,46.4,0.0,15136.2,36.6,7.2,1.4,4.807832246794161
1.43,7.429,42.756,8099.84,310.694,1.2,766.48,6.4,0.2,1072800.0,5270581.6,142303.2,408348.8,0.0,0.0,14770.8,43.6,6.8,1.2,4.97075712700586
1.26,7.606,32.304,16500.736,297.471,1.39,711.112,5.4,0.0,1072800.0,5683776.8,142309.6,402772.0,0.0,0.0,15810.0,42.4,6.6,1.4,4.260480192085488
1.19,7.602,31.097,26298.368,367.131,1.1,503.76,6.8,0.0,1072748.8,6060467.2,142320.0,404933.6,26.4,0.0,15195.2,33.8,7.0,1.4,4.5437364527635085
0.95,6.319,49.508,24421.376,304.885,1.21,319.574,8.6,0.8,1101647.2,6194775.2,142325.6,408445.6,8.0,52428.8,13978.8,29.2,7.6,2.4,5.621682178672497
1.03,7.655,17.731,25989.12,304.254,1.31,421.373,7.2,0.0,1071904.0,6369589.6,142332.0,404066.4,2.4,0.0,15005.2,31.2,8.8,1.4,4.644825881437956
0.27,9.902,14.391,1127.424,121.504,4.1,175.098,5.4,0.4,1072160.8,6569301.6,142337.6,406288.8,0.0,54.4,19965.2,40.0,9.8,1.8,3.360030095138892
0.7,6.233,30.983,39600.128,215.671,2.01,280.348,9.8,0.4,1085504.0,950865.6,92873.6,336157.6,25.6,13480.0,16129.6,31.8,3.4,1.0,8.068592400563695
0.67,6.345,22.341,47344.64,210.703,1.96,271.978,10.4,0.0,1132734.4,1811170.4,71602.4,364172.0,261.6,0.0,15677.2,32.8,3.2,0.6,9.534406437769205
0.73,7.27,18.781,36260.864,240.466,1.9,312.726,8.6,0.4,1128873.6,1697207.2,84116.0,331660.8,3052.8,879.2,15424.0,31.4,3.0,0.8,7.132440628251338
0.76,6.953,25.357,29820.928,241.043,1.84,319.196,10.4,0.8,1120094.4,1381742.4,119420.0,348577.6,179.2,12108.0,16460.2,35.2,4.0,0.8,7.529791066882309
0.79,7.02,24.858,32808.96,244.298,1.82,318.747,9.0,0.2,1106392.0,3059926.4,131207.2,339996.8,773.6,0.0,14954.8,35.2,3.6,0.8,7.709913817653312
0.77,7.721,22.474,34531.328,248.71,1.89,325.218,6.8,0.0,1102451.2,2574400.0,136517.6,358178.4,158.4,0.0,15898.6,35.6,3.6,0.2,6.12297316250202
0.76,6.662,19.359,29069.312,224.711,1.87,291.661,7.6,0.6,1101631.2,2508760.0,137998.4,357197.6,99.2,0.0,14124.0,37.0,3.0,0.4,7.40024804774262
0.75,7.201,19.434,35946.496,240.575,1.88,313.549,7.2,0.0,1095612.8,3174231.2,138462.4,368884.0,710.4,0.0,14754.0,31.6,3.2,0.2,7.287419335395461
0.77,7.067,21.406,29125.632,244.317,1.84,316.804,9.2,0.2,1094896.0,2956584.8,138668.8,370436.0,58.4,0.0,14634.8,35.2,3.4,0.8,6.534934563314732
0.75,6.579,23.22,35885.056,231.699,1.77,297.467,9.4,0.4,1091260.0,3946324.8,138744.8,367578.4,19.2,0.0,13789.2,35.6,3.4,0.2,7.862234427258859
0.75,6.979,18.637,33476.608,227.832,1.82,294.426,7.6,0.0,1090748.0,4284244.8,139092.0,382653.6,12.8,0.0,14206.2,36.6,3.2,0.4,7.332614635518764
0.76,6.14,23.18,23777.28,211.88,1.8,273.137,7.0,0.2,1089724.0,3562742.4,139122.4,378698.4,48.8,0.0,13534.8,35.6,3.2,0.6,8.752647803647674
0.75,7.452,20.842,31234.048,232.698,2.03,301.632,7.8,0.2,1089468.0,4956052.0,139137.6,385970.4,20.0,0.0,14986.0,39.0,4.0,0.8,5.867797486922321
0.75,7.388,22.769,30100.48,231.125,2.04,300.073,9.0,0.2,1088700.0,5403932.8,139156.0,385018.4,11.2,0.0,15780.8,38.2,3.4,0.4,6.0044289585128725
0.82,6.973,26.891,20178.944,222.887,1.92,340.122,9.4,0.4,1088444.0,4553487.2,139204.0,381276.8,52.0,0.0,14648.0,38.4,3.2,0.4,6.770099527948866
0.74,6.941,22.76,35703.808,223.341,1.88,283.838,7.6,0.6,1087880.8,5192502.4,139220.0,382851.2,16.0,0.0,14903.4,37.2,2.8,0.4,7.792833102540015
0.71,6.793,25.715,33063.936,197.103,2.13,262.791,8.8,0.4,1087420.0,5111498.4,139228.0,386986.4,8.8,0.0,15135.4,38.6,3.4,0.4,7.212343983925306
0.8,5.436,36.638,16623.616,228.615,1.78,323.673,9.6,0.2,1415907.2,4295248.0,139236.8,381404.0,9.6,125772.0,13240.0,35.2,3.2,1.0,8.81188897525563
0.83,7.111,21.577,28380.16,194.859,2.15,362.187,8.2,0.4,1084768.8,4969326.4,139244.0,385029.6,12.8,0.0,15265.4,40.8,3.2,0.6,7.56969807123897
0.95,7.257,17.112,20758.528,209.539,2.03,449.962,7.4,0.0,1084440.8,4829893.6,139262.4,386484.8,32.8,0.0,15905.8,42.8,3.0,0.6,7.596995591815131
0.96,7.191,19.653,14365.696,207.347,2.0,422.163,8.2,0.4,1084356.0,5031941.6,139272.0,387287.2,0.0,0.0,15405.8,43.6,3.2,0.4,7.115521606318609
0.95,6.808,20.087,20033.536,214.448,1.86,405.299,7.8,0.4,1083932.0,5292975.2,139284.0,383772.8,10.4,0.0,14797.2,44.2,3.6,0.8,8.21220972766615
0.93,6.101,20.096,15955.968,193.809,1.97,358.667,7.6,0.0,1083904.0,5610395.2,139288.0,386831.2,8.0,0.0,12255.6,46.0,3.8,0.6,8.093101292969244
0.88,6.112,17.429,16970.752,191.366,1.92,332.936,11.0,0.0,1083648.0,5795220.0,139292.8,383517.6,8.0,0.0,14069.2,43.6,3.4,1.0,8.896124804461444
1.05,7.09,21.353,12576.768,258.015,1.59,491.227,9.0,0.6,1082009.6,5908660.0,139320.0,396456.8,494.4,0.0,14737.6,44.6,3.8,0.8,7.481588704160388
1.09,5.9,25.565,7431.168,248.419,1.46,476.182,9.8,0.2,1080934.4,5846860.8,139360.8,401936.0,2128.0,0.0,12618.6,44.0,3.4,0.6,9.804843100315226
0.96,6.671,21.03,9600.0,240.453,1.73,415.713,10.2,0.0,1102789.6,6175877.6,139400.0,432428.8,516.8,28542.4,14809.4,37.4,5.0,1.6,7.008533332949487
1.0,6.817,18.259,14796.8,300.121,1.41,369.929,9.0,0.0,1071920.8,6353577.6,139400.0,432568.0,5.6,26214.4,16075.2,40.2,4.2,0.8,7.4351537907981395
0.54,7.95,17.157,1078.272,179.424,2.56,239.886,7.8,0.0,1060184.0,6543896.0,139400.0,435995.2,7.2,35.2,17700.8,50.0,3.6,0.4,6.00975733941632
0.68,5.986,27.133,34242.56,218.296,1.85,289.814,8.0,0.2,1175463.2,595660.0,75629.6,339825.6,88.8,69990.4,15836.4,30.2,3.2,1.4,7.76878848594705
0.67,6.197,30.832,37475.328,212.345,1.93,279.906,10.0,0.4,1118879.2,682476.8,48215.2,269607.2,250.4,43262.4,15414.4,29.6,3.2,1.4,8.073328321105219
0.71,7.16,26.254,35304.448,234.099,1.83,310.728,7.4,0.0,1135392.8,1763012.8,79550.4,341475.2,237.6,48.0,15443.2,32.2,4.8,1.0,6.265591429069623
0.75,6.554,24.856,32765.952,230.155,2.21,306.929,7.8,0.2,1130016.8,2644360.0,113316.8,348048.8,503.2,0.0,14204.6,28.8,3.8,0.6,6.926307226714031
0.74,7.394,26.356,39557.12,234.407,1.77,303.701,9.0,0.6,1115578.4,3542821.6,128462.4,372271.2,5092.0,0.0,15929.8,31.0,4.2,0.8,6.654961127684463
0.73,7.384,24.732,34863.104,226.656,1.96,296.62,9.6,0.4,1096327.2,2839420.8,134433.6,373310.4,1147.2,0.0,14336.2,32.4,4.4,0.6,5.617777432027887
0.72,6.642,24.104,36905.984,209.762,1.91,274.0,8.2,0.4,1095252.0,3288662.4,136534.4,387451.2,76.8,0.0,13888.6,30.6,5.0,0.8,7.942348007181911
0.69,6.859,20.147,30379.008,202.018,1.96,266.235,7.4,0.4,1094228.0,3468799.2,137360.0,384780.0,107.2,0.0,15296.2,32.4,4.8,1.0,6.919043561854027
0.59,5.513,21.053,40603.648,150.398,2.17,194.279,9.0,0.4,1093892.0,3546647.2,137700.8,386680.8,38.4,0.0,10984.8,31.4,3.8,0.6,8.093131537701275
0.71,7.669,21.776,35934.208,219.421,1.97,284.116,7.0,0.2,1093156.0,4312206.4,137915.2,389322.4,14.4,0.0,16606.6,32.2,5.4,1.4,6.102119311917713
0.73,7.446,22.316,35665.92,236.741,1.91,301.703,7.0,0.2,1090133.6,5068636.8,138011.2,387354.4,43.2,0.0,15327.0,33.4,5.2,0.8,5.879811445871989
0.72,8.062,24.772,33111.04,218.777,2.1,288.429,6.8,0.4,1089836.8,4888767.2,138048.8,393606.4,36.8,0.0,16178.6,35.0,5.8,1.2,5.506726579928618
0.71,7.121,26.641,34427.904,210.13,2.02,270.603,8.2,0.2,1089602.4,5281020.0,138060.8,394618.4,112.0,0.0,15000.4,33.2,4.6,0.6,6.142242171991323
0.71,7.45,23.374,37452.8,216.986,2.03,281.031,5.8,0.6,1088615.2,5354404.8,138091.2,390434.4,12.0,0.0,15755.0,33.2,4.4,0.6,6.032831951885876
0.74,5.7,33.652,15597.568,235.897,1.84,300.004,9.4,0.4,1438212.8,4310750.4,138100.8,389925.6,1.6,142660.0,14269.4,32.8,4.6,1.4,6.472191340486768
0.95,7.859,30.563,27779.072,197.776,2.32,516.118,8.2,0.4,1087758.4,3828205.6,138121.6,393037.6,77.6,0.0,16543.2,39.6,4.6,0.6,5.641991258563851
0.88,7.725,34.269,30582.784,191.871,2.37,447.183,7.6,0.2,1087487.2,4340726.4,138132.0,391875.2,12.0,0.0,16173.2,37.4,4.6,0.8,5.630005144044114
0.91,7.267,34.411,28812.288,179.337,2.29,442.731,6.4,0.6,1087004.0,4520352.0,138135.2,395776.0,51.2,0.0,15466.6,40.8,4.0,0.6,6.5150175405585244
0.91,7.258,42.159,23100.416,180.356,2.33,428.18,6.2,0.4,1086668.8,4507641.6,138151.2,399641.6,10.4,0.0,15750.0,38.4,4.8,0.6,6.110067037360974
0.94,7.493,33.551,24714.24,206.111,2.16,442.887,8.6,0.2,1085535.2,4759104.8,138469.6,420731.2,13.6,0.0,14786.6,42.6,4.6,0.6,5.758596084990487
0.53,2.685,25.04,15411.2,85.454,2.3,113.452,10.8,0.4,1085237.6,5370925.6,138500.0,410648.0,8.8,0.0,4703.4,38.2,2.8,1.0,15.180791178836095
0.93,6.627,16.279,15203.328,199.439,1.94,383.304,9.6,0.2,1081464.0,5086808.0,138508.0,419111.2,1.6,0.0,14005.2,41.6,5.8,0.8,7.493572533130646
0.87,6.096,15.231,13575.168,230.507,1.75,345.622,7.0,0.6,1434661.6,5550160.0,138648.8,419702.4,10.4,136987.2,14826.8,32.2,6.0,1.8,7.60086679639925
1.05,7.301,16.944,15493.12,241.14,1.68,462.703,7.8,0.0,1072112.0,5744831.2,138652.0,420856.8,14.4,0.0,15205.4,38.4,6.0,0.6,6.419794717743769
1.11,7.058,17.218,11557.888,267.355,1.47,510.641,7.6,0.0,1071856.0,5758364.0,138657.6,417572.8,1.6,0.0,14440.6,36.8,6.2,0.4,6.96765835265758
1.15,6.421,17.812,8830.976,271.379,1.38,544.586,8.0,0.2,1071856.0,5884098.4,138670.4,418189.6,8.0,0.0,14713.4,44.6,5.0,1.2,7.719323748633975
1.04,2.307,21.988,2156.544,126.408,1.35,263.827,12.2,1.2,1071241.6,6087232.0,138820.8,415661.6,489.6,0.0,6252.4,47.2,5.4,2.2,21.586288651116465
1.02,6.687,19.84,12564.48,290.435,1.37,379.695,5.4,0.4,1071088.0,6361403.2,138828.0,421832.0,6.4,0.0,15679.2,40.2,5.0,0.8,6.868923925725318
0.48,5.952,15.827,1203.2,128.432,2.78,171.942,8.2,0.0,1071600.0,6594912.0,138828.0,423839.2,35.2,28.0,14316.6,46.8,5.8,0.8,7.962911410793999
0.38,1.722,24.267,10804.224,66.051,2.05,77.864,10.2,0.4,1071088.0,1490514.4,138828.0,419455.2,11.2,0.0,4557.0,34.2,5.8,1.2,34.045885118205895
0.33,0.60141015625,21.938,7547.904,34.379,1.86,42.971,14.8,1.8,1070780.8,6302917.6,138828.0,398558.4,54.4,0.0,2142.8,30.8,1.4,2.2,61.56946688282246
0.64,6.411,17.386,38175.744,190.416,1.87,252.054,6.6,0.6,1123985.6,1098032.0,54540.0,329680.8,348.8,12200.0,14577.8,23.6,7.6,2.8,6.830156732992001
0.62,2.439,12.947,18507.776,78.147,2.18,99.067,14.0,0.4,1119932.8,3745728.8,101192.8,347910.4,168.0,0.0,8006.6,25.6,11.6,5.4,21.740136435999275
0.63,6.874,14.155,36554.752,185.206,2.02,245.822,6.6,0.2,1111263.2,2455446.4,113880.8,365338.4,948.8,0.0,13618.6,23.4,9.8,2.0,5.858715499683836
0.63,7.672,14.654,42155.008,203.701,2.11,268.461,5.2,0.0,1096617.6,3382779.2,128078.4,372321.6,236.0,0.0,15714.6,24.8,8.4,1.2,5.413225134321452
0.64,4.588,14.024,18629.632,130.207,2.08,167.991,6.8,0.4,1095622.4,4261959.2,133053.6,375787.2,2673.6,0.0,13804.6,28.6,6.8,1.8,9.568191213567436
0.65,5.112,10.884,29497.344,139.724,2.05,187.289,13.8,0.2,1094342.4,4040183.2,134808.0,381683.2,72.8,0.0,14311.8,23.6,11.4,1.8,7.527360284184835
0.29,1.034,20.843,11885.568,41.033,2.1,50.09,12.0,0.8,1093830.4,5362734.4,135163.2,359272.0,60.8,0.0,1716.2,31.8,5.8,4.4,54.825881071258
0.48,4.904,17.151,42668.032,131.919,2.24,169.502,6.4,0.6,1093420.8,3092214.4,135588.8,379532.8,159.2,0.0,10754.0,23.4,6.6,0.8,9.592186737060548
0.64,6.763,14.069,23922.688,183.339,2.12,242.734,5.4,0.0,1092908.8,4036361.6,136633.6,385932.0,11.2,0.0,14323.4,25.6,7.8,1.6,5.725159002921643
0.62,6.844,14.319,35822.592,175.474,2.16,231.217,6.0,0.0,1092448.0,5116230.4,136957.6,387634.4,21.6,0.0,13966.0,27.0,8.0,1.6,5.966055571143307
0.62,7.311,15.898,41129.984,184.828,2.16,237.248,6.6,0.2,1091936.0,5262844.8,137072.0,387913.6,28.8,0.0,14799.8,29.8,7.6,1.2,5.327548344930013
0.63,7.614,15.024,40961.024,176.956,2.27,250.504,6.8,0.0,1091680.0,5041439.2,137281.6,388408.8,33.6,0.0,16117.4,28.4,9.2,1.8,5.3635099919409575
0.62,7.526,12.943,40415.232,177.368,2.41,251.043,7.2,0.0,1075854.4,5019789.6,137322.4,389025.6,80.8,0.0,16412.4,28.2,9.2,1.4,5.133859112731412
0.81,6.185,17.694,12900.352,191.345,2.16,371.95,8.0,0.0,1549967.2,3569691.2,137359.2,393423.2,10.4,151714.4,13855.0,30.0,8.0,2.6,5.761854701266623
0.75,6.876,14.9,31251.456,138.828,2.67,334.583,6.0,0.4,1075363.2,4552392.8,137439.2,390291.2,108.8,0.0,14489.8,31.2,7.8,1.8,6.02856296408824
0.76,6.521,18.042,16505.856,144.434,2.64,311.514,7.6,0.6,1075023.2,4709856.8,137700.0,395112.8,4.0,0.0,14295.8,32.0,7.8,1.2,5.467066464906622
0.9,7.358,14.175,28820.48,183.584,2.18,430.128,6.4,0.0,1074248.8,4719153.6,137704.0,398547.2,95.2,0.0,16278.8,33.6,8.6,1.6,5.747144539998567
0.93,7.326,14.282,17697.792,185.929,2.18,409.146,8.0,0.6,1073810.4,4709094.4,137728.0,398675.2,17.6,0.0,16209.8,31.2,9.0,1.2,5.609093702653505
0.9,5.658,15.145,20322.304,152.426,2.15,347.734,5.8,0.2,1073723.2,5279460.0,137728.8,397550.4,4.8,0.0,12162.2,35.6,8.4,2.0,7.113288813702002
1.02,7.212,13.025,22913.024,219.575,1.77,452.402,7.6,0.2,1073492.0,5352481.6,137732.0,400697.6,19.2,0.0,15086.4,34.0,8.2,1.4,5.390840897457205
0.74,6.207,19.113,8249.344,202.542,2.14,324.352,5.8,0.4,1537623.2,5334221.6,138417.6,401295.2,627.2,168089.6,14982.8,24.6,8.6,1.8,5.302426034370354
1.18,7.07,16.32,13270.016,274.647,1.39,573.702,7.6,0.2,1070868.0,5444496.8,138431.2,403258.4,100.0,0.0,14567.6,39.4,8.6,1.4,5.551311263331661
1.17,8.105,11.575,15963.136,286.851,1.5,611.827,6.4,0.0,1132996.0,5808336.0,138455.2,401382.4,11.2,28059.2,16486.4,33.8,8.0,1.4,4.935372709737393
1.07,7.171,17.761,6219.776,252.776,1.68,524.437,7.6,0.4,1147381.6,5919060.0,138458.4,407529.6,4.0,53847.2,16226.8,36.6,9.6,2.2,5.1717916575868745
1.01,7.07,20.452,16618.496,272.789,1.49,452.621,6.6,0.4,1103581.6,6317661.6,138479.2,404720.0,6.4,52428.8,15545.4,33.6,8.6,2.0,5.762470685518704
1.06,7.808,14.189,21490.688,305.828,1.36,417.265,5.6,0.2,1069540.0,6444829.6,138497.6,408064.8,0.0,0.0,15876.6,35.6,8.4,1.6,5.130784968807273
0.37,8.61,12.655,1099.776,129.068,3.43,177.691,6.2,0.4,1069540.0,6633731.2,138512.8,405841.6,2.4,32.0,17601.8,43.0,9.2,1.6,4.638821717017207
0.55,8.442,12.726,53051.392,175.282,2.46,229.89,5.6,0.4,1069284.0,3834785.6,138532.0,403676.8,3.2,0.0,17091.2,21.2,9.2,1.8,4.237404813193601
0.57,6.45,26.072,27938.816,171.242,2.2,239.166,7.6,0.8,1165951.2,1599832.0,33512.8,269548.0,13479.2,45909.6,15773.8,15.4,6.8,5.2,7.461577764949443
0.54,7.848,14.028,48030.72,162.105,2.37,213.326,5.0,1.0,1104263.2,4290409.6,80751.2,357553.6,4281.6,0.0,15426.4,22.8,9.0,3.0,4.994942744572958
0.61,7.92,17.32,40334.336,193.793,2.11,258.554,5.8,0.8,1093204.0,5112586.4,117369.6,360834.4,40.8,0.0,15438.6,20.0,9.0,1.0,4.938799854168676
0.53,7.54,23.723,36977.664,173.622,2.56,227.916,5.0,0.6,1192316.0,1943828.0,131416.8,362446.4,14.4,68858.4,16284.4,20.6,8.4,2.4,4.372665953410098
0.59,6.614,23.893,32120.832,184.374,2.1,240.973,5.2,0.2,1236631.2,2212860.8,135959.2,364381.6,21.6,86515.2,14777.4,18.8,10.0,3.4,5.426068543309
0.59,8.406,16.155,49082.368,187.292,2.28,248.231,6.8,0.2,1069117.6,4556592.0,138243.2,368028.0,38.4,0.0,16882.2,23.2,8.4,1.6,4.223013697080498
0.58,8.202,24.65,53622.784,187.913,2.31,246.929,8.0,0.0,1068794.4,4442924.0,139304.8,368878.4,68.0,0.0,17035.6,25.4,7.0,1.6,4.391518680930487
0.84,7.912,27.06,23100.416,154.828,2.63,405.072,5.4,0.0,1068702.4,3211144.0,139703.2,367879.2,8.0,0.0,15639.0,32.6,7.6,1.2,4.440315034654406
0.66,8.596,13.906,45368.32,163.801,2.77,314.145,7.2,0.2,1068388.0,4095232.8,139858.4,365152.8,14.4,0.0,17378.8,25.0,8.2,2.0,3.8806558812706218
0.74,8.274,17.861,26291.2,159.419,2.7,352.25,7.2,0.4,1068008.0,3349908.8,139927.2,367216.8,14.4,0.0,16992.6,30.6,7.2,1.8,4.240614352840009
0.64,8.61,14.116,46327.808,156.114,2.84,307.683,7.4,0.2,1067896.0,4286792.8,140395.2,374052.0,0.0,0.0,17786.8,23.4,10.0,2.0,4.023995175457641
0.71,8.454,14.85,43365.376,142.342,2.96,362.119,6.0,0.2,1067581.6,4011744.0,140431.2,372600.8,35.2,0.0,17758.0,23.2,9.6,1.6,4.4867292849603535
0.54,5.952,23.647,32066.56,136.153,2.41,179.991,3.8,0.4,1067284.8,5440702.4,140452.0,367571.2,8.0,0.0,12616.8,24.0,7.6,1.8,6.773459965287291
0.61,8.185,12.307,40178.688,158.872,2.46,257.401,5.8,0.0,1066936.0,5101968.8,140467.2,371411.2,0.8,0.0,15270.4,23.0,8.4,2.2,4.9077855779769575
0.93,8.495,14.731,31351.808,174.666,2.5,487.294,7.6,0.2,1066832.0,4187112.8,140484.0,376562.4,20.0,0.0,16994.0,32.4,9.6,2.2,4.156575123579261
